"","Body_type","number_of_seats","length_mm","curb_weight_kg","maximum_torque_n_m","injection_type","cylinder_layout","number_of_cylinders","compression_ratio","engine_type","valves_per_cylinder","boost_type","engine_placement","engine_hp","drive_wheels","number_of_gears","transmission","fuel_grade","Fuel_Economy"
"742",5,"5","4647","1910","700",45,54,6,9,17,4,169,9,350,31,8,35,"diesel",6.6
"743",5,"5","4651","1910","700",45,54,6,9,17,4,169,9,350,31,8,35,"diesel",6.6
"762",2,"2","4180","1103","320",44,54,4,9,16,4,167,9,252,29,7,37,"95",6.1
"793",5,"5","3835","1475","118",42,54,4,9,17,2,9,9,65,32,5,36,"diesel",11
"802",5,"2","4155","1700","205",42,54,4,9,17,2,167,9,95,32,5,36,"diesel",10
"822",5,"4","3585","1280","133",42,54,4,9,16,2,9,9,77,32,5,36,"95",12.2
"823",5,"4","3720","1330","126",42,54,4,9,17,2,9,9,61,32,5,36,"diesel",10
"826",6,"4","3078","988","125",41,54,4,9,16,4,9,9,98,30,6,36,"95",5
"828",2,"4","4739","1760","675",44,53,8,9,16,4,169,9,510,29,8,35,"98",9.9
"829",2,"4","4739","1870","700",44,53,12,9,16,4,169,9,639,29,8,35,"98",11.4
"830",2,"4","4739","1170","700",44,53,12,9,16,4,169,9,608,29,8,35,"98",11.4
"831",1,"2","4739","1870","685",44,53,8,9,16,4,169,9,510,29,8,35,"98",9.9
"834",1,"4","4692","1875","542",41,53,12,9,16,4,9,9,420,29,5,35,"95",18.7
"835",1,"4","4692","1875","542",41,53,12,9,16,4,9,9,420,29,6,36,"95",18.7
"847",2,"4","4710","1760","600",41,53,12,9,16,4,9,9,470,29,6,35,"95",16.4
"848",2,"4","4710","1760","600",41,53,12,9,16,4,9,9,470,29,6,36,"95",16.4
"849",1,"4","4710","1760","600",41,53,12,9,16,4,9,9,469,29,6,35,"95",16.4
"850",1,"4","4710","1760","600",41,53,12,9,16,4,9,9,470,29,6,36,"95",17.4
"851",2,"4","4720","1785","620",41,53,12,9,16,4,9,9,547,29,6,35,"95",14.3
"852",2,"4","4720","1785","620",41,53,12,9,16,4,9,9,517,29,6,35,"95",14.3
"853",1,"4","4720","1890","620",41,53,12,9,16,4,9,9,517,29,6,35,"95",14.3
"854",2,"4","4710","1800","600",41,53,12,9,16,4,9,9,477,29,6,35,"95",14.6
"855",2,"4","4710","1760","600",41,53,12,9,16,4,9,9,477,29,6,36,"95",16.4
"856",1,"4","4710","1855","600",41,53,12,9,16,4,9,9,477,29,6,35,"95",14.6
"857",1,"4","4710","1815","600",41,53,12,9,16,4,9,9,477,29,6,36,"95",16.4
"861",2,"2","4721","1695","570",41,53,12,9,16,4,9,9,517,29,6,35,"95",16.4
"862",2,"2","4721","1695","570",41,53,12,9,16,4,9,9,517,29,6,36,"95",16.4
"863",1,"4","4721","1855","570",41,53,12,9,16,4,9,9,517,29,6,35,"98",16.4
"864",1,"4","4721","1810","570",41,53,12,9,16,4,9,9,517,29,6,36,"95",16.4
"868",7,"4","5019","1950","600",41,53,12,9,16,4,9,9,477,29,6,35,"95",16.4
"869",7,"4","5019","1990","620",41,53,12,9,16,4,9,9,558,29,6,35,"95",14.3
"870",7,"4","5019","1990","630",41,53,12,9,16,4,9,9,560,29,8,35,"95",12.9
"882",9,"2","4380","1630","410",41,53,8,65,16,4,171,176,385,29,6,38,"98",17.2
"883",9,"2","4380","1630","410",41,53,8,65,16,4,171,176,385,29,6,36,"98",15
"884",9,"2","4380","1710","410",41,53,8,65,16,4,171,176,385,29,6,38,"98",17.2
"885",9,"2","4380","1710","410",41,53,8,65,16,4,171,176,385,29,6,36,"98",15
"887",9,"2","4385","1630","490",41,53,8,9,16,4,171,9,436,29,7,38,"95",12.9
"896",2,"2","4665","1875","577",41,53,12,9,16,4,9,9,528,29,6,37,"95",18.9
"897",2,"2","4665","1835","540",41,53,12,9,16,4,9,9,456,29,6,37,"95",16.7
"898",2,"2","4692","1739","620",41,53,12,9,16,4,9,9,573,29,6,35,"95",14.4
"899",2,"2","4692","1739","630",41,53,12,9,16,4,9,9,576,29,8,35,"98",12.8
"904",1,"2","4745","1739","630",41,53,12,9,16,4,9,9,588,29,8,35,"98",13.1
"905",1,"2","4745","1739","630",41,53,12,9,16,4,9,9,603,29,8,35,"98",13.1
"906",1,"4","4692","1844","620",41,53,12,9,16,4,9,9,573,29,6,35,"98",14.4
"907",1,"4","4692","1844","630",41,53,12,9,16,4,9,9,576,29,8,35,"98",12.8
"914",2,"2","4380","1630","410",41,53,8,9,16,4,9,9,385,29,6,36,"98",17.2
"916",2,"2","4380","1630","420",41,53,8,9,16,4,9,9,405,29,6,35,"98",15.1
"919",3,"2","4380","1710","410",41,53,8,9,16,4,9,9,384,29,6,36,"98",17.2
"920",2,"2","4385","1665","620",41,53,12,9,16,4,9,9,573,29,7,37,"95",16.4
"922",3,"2","4385","1745","620",41,53,12,9,16,4,9,9,571,29,7,37,"95",14.7
"924",2,"4","4385","1630","470",41,53,8,9,16,4,9,9,426,29,6,36,"95",13.9
"925",2,"4","4382","1610","490",41,53,8,9,16,4,9,9,436,29,6,36,"95",13.8
"926",2,"4","4385","1630","470",41,53,8,9,16,4,9,9,426,29,6,37,"95",13.2
"928",3,"2","4385","1710","470",41,53,8,9,16,4,9,9,426,29,6,36,"95",13.9
"929",3,"2","4385","1690","490",41,53,8,9,16,4,9,9,436,29,6,36,"95",13.8
"930",3,"2","4385","1690","490",41,53,8,9,16,4,9,9,436,29,6,37,"95",12.9
"931",2,"2","4380","1680","570",41,53,12,9,16,4,9,9,517,29,6,36,"95",16.4
"933",2,"2","4380","1630","470",41,53,8,9,16,4,9,9,426,29,6,35,"95",15.1
"934",2,"2","4380","1630","470",41,53,8,9,16,4,9,9,426,29,6,36,"95",15
"935",2,"2","4380","1630","470",41,53,8,9,16,4,9,9,426,29,6,36,"95",15
"936",2,"2","4380","1630","470",41,53,8,9,16,4,9,9,426,29,6,35,"95",12.9
"937",3,"2","4380","1710","470",41,53,8,9,16,4,9,9,426,29,6,36,"95",15
"938",3,"2","4380","1710","470",41,53,8,9,16,4,9,9,426,29,6,35,"95",15.1
"939",3,"2","4380","1710","470",41,53,8,9,16,4,9,9,426,29,6,36,"95",15
"940",3,"2","4380","1710","470",41,53,8,9,16,4,9,9,426,29,6,35,"95",15.1
"941",2,"2","4465","1530","685",44,53,8,9,16,4,169,9,510,29,8,35,"Other",10.5
"942",2,"2","4703","1785","570",41,53,12,9,16,4,9,9,497,29,6,35,"95",15
"947",1,"4","4703","1890","570",41,53,12,9,16,4,9,9,497,29,6,35,"95",15
"952",9,"4","4720","1890","570",44,53,12,66,16,4,171,176,497,29,6,35,"98",15
"953",9,"4","4720","1785","570",44,53,12,66,16,4,171,176,497,29,6,35,"98",15
"1163",9,"5","4405","1030","118",46,56,4,67,18,2,171,176,71,30,4,35,"95",6.9
"1164",9,"5","4405","1190","145",46,56,4,68,18,2,171,176,101,30,5,36,"95",7.8
"1165",9,"5","4405","1030","120",46,56,4,62,18,2,171,176,71,30,5,36,"92",6.9
"1166",9,"5","4405","1270","182",9,56,4,69,19,2,170,176,90,30,4,35,"diesel",6.2
"1167",9,"5","4405","1270","140",9,56,4,70,19,2,170,176,75,30,5,36,"diesel",6.7
"1168",9,"5","4405","1270","182",9,56,4,69,19,2,170,176,90,30,5,36,"diesel",5.1
"1169",9,"5","4405","1230","166",46,56,4,71,18,2,171,176,115,30,4,35,"95",8.9
"1170",9,"5","4405","1270","181",46,56,4,9,18,4,171,176,137,30,4,35,"95",9
"1172",9,"5","4405","1190","148",46,56,4,9,18,2,171,176,90,30,4,35,"92",8.9
"1175",9,"5","4405","1230","166",46,56,4,9,18,2,171,176,115,30,5,36,"95",7.4
"1176",9,"5","4405","1270","181",46,56,4,9,18,4,171,176,137,30,5,36,"95",8.2
"1177",9,"5","4405","1190","148",46,56,4,9,18,2,171,176,90,30,5,36,"92",8.4
"1178",9,"5","4405","1330","166",46,56,4,9,18,2,171,176,115,33,5,36,"95",8
"1179",9,"5","4405","1370","181",46,56,4,9,18,4,171,176,137,33,5,36,"95",8.8
"1180",9,"5","4405","1270","185",46,56,4,72,18,4,171,176,140,33,5,36,"95",9.3
"1181",9,"5","4405","1370","186",46,56,5,62,18,2,171,176,133,33,4,35,"95",9.6
"1182",9,"5","4405","1370","186",46,56,5,62,18,2,171,176,133,30,5,36,"95",8.9
"1183",9,"5","4405","1370","186",46,56,5,9,18,2,171,176,133,33,5,36,"95",9.2
"1184",9,"5","4405","1330","225",46,53,6,62,18,2,171,176,150,30,4,35,"95",9.1
"1185",9,"5","4405","1330","225",46,53,6,62,18,2,171,176,150,30,5,36,"95",8.6
"1186",9,"5","4405","1430","225",46,53,6,62,18,2,171,176,150,33,5,36,"95",9.8
"1187",9,"5","4405","1430","250",46,53,6,68,18,2,171,176,174,30,4,35,"95",8.9
"1188",9,"5","4405","1430","250",46,53,6,68,18,2,171,176,174,30,5,36,"95",8.3
"1189",9,"5","4405","1430","250",46,53,6,68,18,2,171,176,174,33,5,36,"95",9.8
"1192",9,"5","4482","1310","182",9,56,4,73,19,2,170,176,90,30,4,35,"diesel",6.3
"1193",9,"5","4482","1310","140",9,56,4,9,19,2,170,176,75,30,5,36,"diesel",6.7
"1194",9,"5","4482","1310","182",9,56,4,9,19,2,170,176,90,30,5,36,"diesel",5.6
"1195",9,"5","4482","1270","166",46,56,4,71,18,2,171,176,115,30,4,35,"95",8.5
"1196",9,"5","4482","1270","181",46,56,4,9,18,4,171,176,137,30,4,35,"95",9
"1198",9,"5","4482","1230","148",46,56,4,74,18,2,171,176,90,30,4,35,"92",8.4
"1201",9,"5","4482","1270","166",46,56,4,9,18,2,171,176,115,30,5,36,"95",7.7
"1202",9,"5","4482","1270","181",46,56,4,9,18,4,171,176,137,30,5,36,"95",8.2
"1204",9,"5","4482","1230","148",46,56,4,9,18,2,171,176,90,30,5,36,"92",8.4
"1207",9,"5","4482","1310","186",46,56,5,9,18,2,171,176,133,30,5,35,"95",8.6
"1208",9,"5","4482","1410","186",46,56,5,9,18,2,171,176,133,33,5,36,"95",9.2
"1209",9,"5","4482","1370","225",46,53,6,62,18,2,171,176,150,30,4,35,"95",9.4
"1210",9,"5","4482","1470","225",46,53,6,9,18,2,171,176,150,33,5,36,"95",10.1
"1211",9,"5","4482","1370","250",46,53,6,68,18,2,171,176,174,30,4,35,"95",8.9
"1212",9,"5","4482","1470","250",46,53,6,9,18,2,171,176,174,33,5,36,"95",9.8
"1243",4,"5","4405","1030","118",41,54,4,9,16,2,9,9,70,30,5,36,"95",6
"1244",4,"5","4482","1270","140",44,54,4,9,17,4,167,9,75,30,5,36,"diesel",6.5
"1245",4,"5","4482","1270","140",44,54,4,9,17,2,167,9,75,31,5,36,"diesel",6.5
"1246",4,"5","4482","1270","182",44,54,4,9,17,2,167,9,90,30,5,36,"diesel",5.2
"1247",4,"5","4482","1230","165",41,54,4,9,16,2,9,9,115,30,5,36,"92",7.4
"1248",4,"5","4482","1190","148",48,54,4,9,16,2,9,9,90,30,5,36,"92",7.5
"1249",4,"5","4482","1230","165",41,54,4,9,16,2,9,9,115,31,5,36,"92",7.4
"1250",4,"5","4482","1270","186",41,54,5,9,16,2,9,9,133,30,5,36,"92",8.4
"1251",4,"5","4482","1270","186",41,54,5,9,16,2,9,9,133,31,5,36,"92",8.4
"1252",4,"5","4482","1330","225",41,53,6,9,16,2,9,9,150,30,5,36,"92",8.6
"1253",4,"5","4482","1330","225",41,53,6,9,16,2,9,9,150,31,5,36,"92",8.6
"1254",4,"5","4482","1330","250",41,53,6,9,16,2,9,9,174,30,5,36,"92",8.5
"1255",4,"5","4482","1330","250",41,53,6,9,16,2,9,9,174,31,5,36,"92",8.5
"1256",8,"5","4482","1270","182",44,54,4,9,17,2,167,9,90,30,5,35,"diesel",5.2
"1257",8,"5","4482","1270","182",44,54,4,9,17,2,167,9,90,30,5,36,"diesel",5.2
"1258",8,"5","4482","1230","165",41,54,4,9,16,2,9,9,115,30,4,35,"92",7.4
"1259",8,"5","4482","1190","148",48,54,4,9,16,2,9,9,90,30,4,35,"95",7.5
"1260",8,"5","4482","1230","165",41,54,4,9,16,2,9,9,115,30,5,36,"92",7.4
"1261",8,"5","4482","1190","148",48,54,4,9,16,2,9,9,90,30,5,36,"95",7.5
"1262",8,"5","4482","1270","186",41,54,5,9,16,2,9,9,133,30,5,36,"92",8.4
"1263",8,"5","4482","1330","225",41,53,6,9,16,2,9,9,150,30,5,35,"92",8.6
"1264",8,"5","4482","1330","225",41,53,6,9,16,2,9,9,150,30,5,36,"92",8.6
"1265",8,"5","4482","1330","225",41,53,6,9,16,2,9,9,150,31,5,36,"92",8.6
"1266",8,"5","4482","1330","250",41,53,6,9,16,2,9,9,174,30,4,35,"92",8.5
"1267",8,"5","4482","1330","250",41,53,6,9,16,2,9,9,174,30,5,36,"92",8.5
"1268",8,"5","4482","1330","250",41,53,6,9,16,2,9,9,174,31,5,36,"92",8.5
"1370",6,"5","4029","1090","175",44,54,3,9,16,4,167,9,95,30,5,36,"95",4.6
"1371",6,"5","4029","1105","200",44,54,3,9,16,4,167,9,116,30,6,36,"95",4.8
"1372",6,"5","4029","1125","200",44,54,3,9,16,4,167,9,116,30,7,37,"95",4.8
"1373",6,"5","4029","1165","250",44,54,4,9,16,4,167,9,150,30,7,37,"95",5
"1374",6,"5","4029","1260","320",44,54,4,9,16,4,167,9,200,30,6,37,"95",6
"1375",6,"5","3954","1040","160",44,54,4,9,16,2,167,9,86,30,5,36,"95",5.1
"1376",6,"5","3954","1175","200",44,54,4,9,16,4,167,9,122,30,6,36,"95",5.3
"1377",6,"5","3954","1110","250",44,54,4,9,16,4,167,9,140,30,6,36,"95",4.7
"1378",6,"5","3954","1200","200",44,54,4,9,16,4,167,9,122,30,7,37,"95",5.3
"1379",6,"5","3954","1190","250",44,54,4,9,16,4,167,9,185,30,7,37,"95",5.9
"1380",6,"5","3954","1140","250",45,54,4,9,17,4,167,9,105,30,5,36,"diesel",3.9
"1381",6,"5","3954","1135","230",45,54,4,9,17,4,167,9,90,30,5,36,"diesel",3.8
"1382",6,"5","3954","1160","230",45,54,4,9,17,4,167,9,90,30,7,37,"diesel",4.2
"1383",6,"5","3954","1190","320",45,54,4,9,17,4,167,9,143,30,6,36,"diesel",4.1
"1384",6,"5","3987","1390","350",44,54,4,9,16,4,167,9,256,31,6,36,"98",8.6
"1385",6,"5","3954","1065","160",44,54,4,9,16,2,167,9,86,30,5,36,"95",5.1
"1386",6,"5","3954","1200","200",44,54,4,9,16,4,167,9,122,30,6,36,"95",5.4
"1387",6,"5","3954","1135","250",44,54,4,9,16,4,167,9,140,30,7,36,"95",4.9
"1388",6,"5","3954","1225","200",44,54,4,9,16,4,167,9,122,30,7,37,"95",5.4
"1389",6,"5","3954","1215","250",44,54,4,9,16,4,167,9,185,30,7,37,"95",5.9
"1390",6,"5","3954","1165","250",45,54,4,9,17,4,167,9,105,30,5,36,"diesel",3.8
"1391",6,"5","3954","1160","230",45,54,4,9,17,4,167,9,90,30,5,36,"diesel",3.8
"1392",6,"5","3954","1185","230",45,54,4,9,17,4,167,9,90,30,7,37,"diesel",4.2
"1393",6,"5","3954","1215","320",45,54,4,9,17,4,167,9,143,30,6,36,"diesel",4.1
"1394",6,"5","3973","1035","160",44,54,3,9,16,4,167,9,82,30,5,36,"95",4.2
"1395",6,"5","3973","1035","160",44,54,3,9,16,4,167,9,95,30,5,36,"95",4.2
"1396",6,"5","3973","1065","160",44,54,3,9,16,4,167,9,95,30,7,37,"95",4.4
"1397",6,"5","3973","1090","230",45,54,3,9,17,4,167,9,90,30,5,36,"diesel",3.4
"1398",6,"5","3973","1120","230",45,54,3,9,17,4,167,9,90,30,7,37,"diesel",3.6
"1399",6,"5","3973","1080","200",44,54,4,9,16,4,167,9,125,30,6,36,"95",4.9
"1400",6,"5","3973","1120","250",44,54,4,9,16,4,167,9,150,30,6,36,"95",4.7
"1401",6,"5","3973","1115","200",44,54,4,9,16,4,167,9,125,30,7,37,"95",4.9
"1402",6,"5","3973","1130","250",44,54,4,9,16,4,167,9,150,30,7,37,"95",4.7
"1403",6,"5","3973","1150","250",45,54,4,9,17,4,167,9,116,30,5,36,"diesel",3.5
"1404",6,"5","3973","1175","250",45,54,4,9,17,4,167,9,116,30,7,37,"diesel",3.7
"1405",6,"5","3973","1180","250",44,54,4,9,16,4,167,9,192,30,7,37,"95",5.6
"1406",6,"5","3973","1060","160",44,54,3,9,16,4,167,9,82,30,5,36,"95",4.2
"1407",6,"5","3973","1060","160",44,54,3,9,16,4,167,9,95,30,5,36,"95",4.2
"1408",6,"5","3973","1090","160",44,54,3,9,16,4,167,9,95,30,7,37,"95",4.4
"1409",6,"5","3973","1120","230",45,54,3,9,17,4,167,9,90,30,5,36,"diesel",3.4
"1410",6,"5","3973","1145","230",45,54,3,9,17,4,167,9,90,30,7,37,"diesel",3.6
"1411",6,"5","3973","1180","200",44,54,4,9,16,4,167,9,125,30,6,36,"95",5.1
"1412",6,"5","3973","1145","250",44,54,4,9,16,4,167,9,150,30,6,36,"95",4.7
"1413",6,"5","3973","1215","200",44,54,4,9,16,4,167,9,125,30,7,37,"95",4.9
"1414",6,"5","3973","1230","250",44,54,4,9,16,4,167,9,150,30,7,37,"95",4.7
"1415",6,"5","3973","1175","250",45,54,4,9,17,4,167,9,116,30,5,36,"diesel",3.5
"1416",6,"5","3973","1200","250",45,54,4,9,17,4,167,9,116,30,7,37,"diesel",3.7
"1417",6,"5","3973","1280","250",44,54,4,9,16,4,167,9,192,30,7,37,"95",5.6
"1418",9,"5","4029","1125","200",47,56,3,65,18,4,170,175,116,30,7,37,"95",4.9
"1419",9,"5","4029","1105","200",47,56,3,65,18,4,170,175,116,30,6,36,"95",4.9
"1420",9,"5","4029","1090","175",47,56,3,65,18,4,170,175,95,30,5,36,"95",4.7
"1421",9,"5","4029","1165","250",47,56,4,65,18,4,170,175,150,30,7,37,"95",5.1
"1422",9,"5","4029","1260","320",47,56,4,75,18,4,170,175,200,30,6,37,"95",6
"1423",6,"5","3826","855","140",44,54,3,9,17,2,167,9,61,30,5,37,"diesel",2.99
"1424",6,"5","3826","920","126",41,54,4,9,16,4,9,9,75,30,5,36,"95",5.9
"1425",6,"5","3826","1020","195",44,54,3,9,17,2,167,9,75,30,5,36,"diesel",4.3
"1426",6,"5","3826","1030","230",44,54,4,9,17,2,167,9,90,30,5,36,"diesel",4.3
"1427",6,"5","3826","995","155",44,54,4,9,16,4,9,9,110,30,5,36,"98",5.9
"1428",9,"5","4343","1320","250",47,56,4,65,18,4,170,175,150,30,7,37,"95",5
"1429",9,"5","4343","1280","250",47,56,4,65,18,4,170,175,150,30,6,36,"95",5.1
"1430",9,"5","4343","1410","360",9,56,4,76,19,4,170,175,150,30,7,37,"diesel",3.9
"1431",9,"5","4343","1345","300",9,56,4,76,19,4,170,175,116,30,6,36,"diesel",3.6
"1432",9,"5","4495","1320","250",47,56,4,65,18,4,170,175,150,30,7,37,"95",4.9
"1433",9,"5","4495","1285","250",47,56,4,65,18,4,170,175,150,30,6,36,"95",5
"1434",9,"5","4495","1415","360",9,56,4,76,19,4,170,175,150,30,7,37,"diesel",3.9
"1435",6,"5","4152","1125","145",41,54,4,9,16,2,9,9,101,30,4,35,"95, 92",8.6
"1436",6,"5","4152","1090","145",41,54,4,9,16,2,9,9,101,30,5,36,"95, 92",7.6
"1437",6,"5","4152","1165","170",41,54,4,9,16,5,9,9,125,30,4,35,"95, 92",9.1
"1438",6,"5","4152","1140","170",41,54,4,9,16,5,9,9,125,30,5,36,"95, 92",8.3
"1439",6,"5","4152","1175","210",41,54,4,9,16,5,167,9,150,30,4,35,"95, 92",8.9
"1440",6,"5","4152","1170","210",41,54,4,9,16,5,167,9,150,30,5,36,"95, 92",7.8
"1441",6,"5","4152","1180","235",41,54,4,9,16,5,167,9,180,30,5,36,"98, 95",7.8
"1442",6,"5","4152","1290","210",41,54,4,9,16,5,167,9,150,31,5,36,"95, 92",8.6
"1443",6,"5","4152","1300","235",41,54,4,9,16,5,167,9,180,31,5,36,"98, 95",8.9
"1444",6,"5","4152","1205","235",44,54,4,9,17,2,167,9,110,30,4,35,"diesel",6.2
"1445",6,"5","4152","1205","210",44,54,4,9,17,2,167,9,90,30,4,35,"diesel",6.2
"1446",6,"5","4152","1180","235",44,54,4,9,17,2,167,9,110,30,5,36,"diesel",4.9
"1447",6,"5","4152","1180","210",44,54,4,9,17,2,167,9,90,30,5,36,"diesel",4.9
"1448",9,"5","4152","1090","148",46,56,4,65,18,2,171,175,101,30,4,35,"95",8
"1449",9,"5","4152","1090","148",46,56,4,65,18,2,171,175,101,30,5,36,"95",6.8
"1450",9,"5","4152","1160","170",46,56,4,62,18,5,171,175,125,30,4,35,"95",8.7
"1451",9,"5","4152","1175","210",46,56,4,77,18,5,170,175,150,30,5,35,"95",9
"1452",9,"5","4152","1180","235",46,56,4,77,18,5,170,175,180,30,5,35,"95",9
"1453",9,"5","4152","1160","170",46,56,4,62,18,5,171,175,125,30,5,36,"95",7.8
"1454",9,"5","4152","1290","210",46,56,4,77,18,5,170,175,150,33,5,36,"95",8.7
"1455",9,"5","4152","1300","235",46,56,4,77,18,5,170,175,180,33,5,36,"95",9.3
"1459",9,"5","4152","1180","210",9,56,4,73,19,2,170,175,90,30,5,36,"diesel",4.9
"1460",6,"5","4152","1125","145",41,54,4,9,16,2,9,9,101,30,4,35,"95, 92",8.6
"1461",6,"5","4152","1090","145",41,54,4,9,16,2,9,9,101,30,5,36,"95, 92",7.6
"1462",6,"5","4152","1165","170",41,54,4,9,16,5,9,9,125,30,4,35,"95, 92",9.1
"1463",6,"5","4152","1140","170",41,54,4,9,16,5,9,9,125,30,5,36,"95, 92",8.3
"1464",6,"5","4152","1200","210",41,54,4,9,16,5,167,9,150,30,4,35,"95, 92",8.9
"1465",6,"5","4152","1170","210",41,54,4,9,16,5,167,9,150,30,5,36,"95, 92",7.8
"1466",6,"5","4152","1180","235",41,54,4,9,16,5,167,9,180,30,5,36,"98, 95",7.8
"1467",6,"5","4152","1290","210",41,54,4,9,16,5,167,9,150,31,5,36,"95, 92",8.6
"1468",6,"5","4152","1300","235",41,54,4,9,16,5,167,9,180,31,5,36,"98, 95",8.9
"1469",6,"5","4152","1205","235",44,54,4,9,17,2,167,9,110,30,4,35,"diesel",6.2
"1470",6,"5","4152","1205","210",44,54,4,9,17,2,167,9,90,30,4,35,"diesel",6.2
"1471",6,"5","4152","1180","235",44,54,4,9,17,2,167,9,110,30,5,36,"diesel",4.9
"1472",6,"5","4152","1180","210",44,54,4,9,17,2,167,9,90,30,5,36,"diesel",4.9
"1473",6,"5","4152","1135","148",41,54,4,9,16,2,9,9,102,30,4,35,"95, 92",8
"1474",6,"5","4152","1090","148",41,54,4,9,16,2,9,9,102,30,5,36,"95, 92",6.8
"1475",6,"5","4152","1185","170",41,54,4,9,16,5,9,9,125,30,4,35,"95, 92",8.7
"1476",6,"5","4152","1160","170",41,54,4,9,16,5,9,9,125,30,5,36,"95, 92",7.8
"1477",6,"5","4152","1195","210",41,54,4,9,16,5,167,9,150,30,4,35,"95, 92",8.9
"1478",6,"5","4152","1175","210",41,54,4,9,16,5,167,9,150,30,5,36,"95, 92",7.8
"1479",6,"5","4152","1180","235",41,54,4,9,16,5,167,9,180,30,5,36,"98, 95",7.8
"1480",6,"5","4152","1290","210",41,54,4,9,16,5,167,9,150,31,5,36,"95, 92",8.7
"1481",6,"5","4152","1305","235",41,54,4,9,16,5,167,9,180,31,6,36,"98, 95",9.3
"1482",6,"5","4152","1220","210",41,54,4,9,16,5,167,9,150,30,5,35,"95, 92",9
"1483",6,"5","4152","1225","235",41,54,4,9,16,5,167,9,180,30,5,35,"98, 95",9
"1484",6,"5","4152","1185","240",44,54,4,9,17,2,167,9,100,30,5,36,"diesel",5
"1485",6,"5","4152","1190","235",44,54,4,9,17,2,167,9,110,30,5,36,"diesel",4.9
"1486",6,"5","4152","1200","310",44,54,4,9,17,2,167,9,130,30,6,36,"diesel",5.1
"1487",6,"5","4152","1185","210",44,54,4,9,17,2,167,9,90,30,5,36,"diesel",4.9
"1488",6,"5","4152","1320","310",44,54,4,9,17,2,167,9,130,31,6,36,"diesel",6
"1489",6,"5","4152","1220","240",44,54,4,9,17,2,167,9,100,30,5,35,"diesel",6.3
"1490",6,"5","4152","1245","310",44,54,4,9,17,2,167,9,130,30,5,35,"diesel",6.5
"1491",6,"5","4152","1135","148",41,54,4,9,16,2,9,9,102,30,4,35,"95, 92",7.9
"1492",6,"5","4152","1090","148",41,54,4,9,16,2,9,9,102,30,5,36,"95, 92",6.8
"1493",6,"5","4152","1185","170",41,54,4,9,16,5,9,9,125,30,4,35,"95, 92",8.7
"1494",6,"5","4152","1160","170",41,54,4,9,16,5,9,9,125,30,5,36,"95, 92",7.8
"1495",6,"5","4152","1195","210",41,54,4,9,16,5,167,9,150,30,4,35,"95, 92",8.9
"1496",6,"5","4152","1175","210",41,54,4,9,16,5,167,9,150,30,5,36,"95, 92",7.8
"1497",6,"5","4152","1180","235",41,54,4,9,16,5,167,9,180,30,5,36,"98, 95",7.8
"1498",6,"5","4152","1290","210",41,54,4,9,16,5,167,9,150,31,5,36,"95, 92",8.7
"1499",6,"5","4152","1305","235",41,54,4,9,16,5,167,9,180,31,6,36,"98, 95",9.3
"1500",6,"5","4152","1220","210",41,54,4,9,16,5,167,9,150,30,5,35,"95, 92",9
"1501",6,"5","4152","1225","235",41,54,4,9,16,5,167,9,180,30,5,35,"98, 95",9
"1502",6,"5","4152","1185","240",44,54,4,9,17,2,167,9,100,30,5,36,"diesel",5
"1503",6,"5","4152","1190","235",44,54,4,9,17,2,167,9,110,30,5,36,"diesel",4.9
"1504",6,"5","4152","1200","310",44,54,4,9,17,2,167,9,130,30,6,36,"diesel",5.1
"1505",6,"5","4152","1185","210",44,54,4,9,17,2,167,9,90,30,5,36,"diesel",4.9
"1506",6,"5","4152","1320","310",44,54,4,9,17,2,167,9,130,31,6,36,"diesel",6
"1507",6,"5","4152","1220","240",44,54,4,9,17,2,167,9,100,30,5,35,"diesel",6.3
"1508",6,"5","4152","1245","310",44,54,4,9,17,2,167,9,130,30,5,35,"diesel",6.5
"1509",6,"5","4203","1225","155",44,54,4,9,16,4,9,9,115,30,6,36,"98, 95",6.5
"1510",6,"5","4203","1205","148",41,54,4,9,16,2,9,9,102,30,5,36,"95, 92",7
"1511",6,"5","4203","1255","148",41,54,4,9,16,2,9,9,102,30,6,35,"95, 92",7.6
"1512",6,"5","4203","1295","250",44,54,4,9,17,2,167,9,105,30,5,36,"diesel",4.9
"1513",6,"5","4203","1275","200",44,54,4,9,16,4,9,9,150,30,6,36,"98",6.9
"1514",6,"5","4203","1305","200",44,54,4,9,16,4,9,9,150,30,6,35,"98, 95",7.7
"1515",6,"5","4203","1340","320",44,54,4,9,17,4,167,9,140,30,6,36,"diesel",5.5
"1516",6,"5","4203","1370","320",44,54,4,9,17,4,167,9,140,30,6,37,"diesel",5.7
"1517",6,"5","4203","1495","320",41,53,6,9,16,4,9,9,250,31,6,36,"98, 95",10.6
"1518",6,"5","4203","1525","320",41,53,6,9,16,4,9,9,250,31,6,37,"98, 95",9.8
"1519",1,"4","4238","1435","175",44,54,4,9,16,2,167,9,105,30,6,36,"95",5.7
"1520",1,"4","4238","1485","200",44,54,4,9,16,4,167,9,125,30,6,36,"95",6
"1521",1,"4","4238","1405","148",41,54,4,9,16,2,9,9,102,30,6,36,"95",7
"1522",1,"4","4238","1505","250",45,54,4,9,17,4,167,9,105,30,5,36,"diesel",4.3
"1523",1,"4","4238","1425","250",44,54,4,9,16,4,167,9,160,30,6,36,"95",6.7
