"","pred","real"
"96",8.98012744606572,9
"97",8.98648285739879,8.98648285739862
"98",8.99980123011965,9
"99",8.98648285739879,8.98648285739862
"100",8.99999380464297,9
"101",8.98648285739879,8.98648285739862
"102",8.98648285739879,8.98648285739862
"103",8.98648285739879,8.98648285739862
"104",8.9999932414287,9
"105",8.9999932414287,9
"106",8.98648285739879,8.98648285739862
"107",8.98648285739879,8.98648285739862
"108",8.98648285739879,8.98648285739862
"109",8.99818839107212,9
"110",8.98648285739879,8.98648285739862
"111",8.98648285739879,8.98648285739862
"112",8.98648285739879,8.98648285739862
"113",8.98648285739879,8.98648285739862
"114",8.98648285739879,8.98648285739862
"115",8.98648285739879,8.98648285739862
"116",8.98648285739879,8.98648285739862
"117",8.98648285739879,8.98648285739862
"118",8.98648285739879,8.98648285739862
"119",8.98648285739879,8.98648285739862
"120",8.98648285739879,8.98648285739862
"121",8.98648285739879,8.98648285739862
"122",8.98648285739879,8.98648285739862
"123",8.98648285739879,8.98648285739862
"124",8.98648285739879,8.98648285739862
"125",8.98648285739879,8.98648285739862
"126",8.98648285739879,8.98648285739862
"127",8.90781445824862,8
"128",8.95942429430372,9
"129",8.97320254602696,9
"130",8.98648285739879,8.98648285739862
"131",8.98648285739879,8.98648285739862
"132",8.98648285739879,8.98648285739862
"133",8.83305197236895,9
"134",8.9999842300003,9
"135",8.98648285739879,8.98648285739862
"136",8.98648285739879,8.98648285739862
"137",8.99998986214305,9
"138",8.98648285739879,8.98648285739862
"139",8.98648285739879,8.98648285739862
"140",8.99279577626593,9
"141",8.9999864828574,9
"142",9,9
"143",8.98648285739879,8.98648285739862
"144",9,9
"145",8.9997110710769,9
"146",8.99979735550384,9
"147",8.99776506579537,9
"148",8.9993265083699,9
"149",8.9999932414287,9
"150",9,9
"151",8.98648285739879,8.98648285739862
"152",8.9999864828574,9
"153",9,9
"154",8.9995409885716,9
"155",8.99996417957211,9
"156",8.9996409885716,9
"157",8.99998918628592,9
"158",8.98648285739879,8.98648285739862
"159",8.98648285739879,8.98648285739862
"160",8.99644907200191,9
"161",8.98648285739879,8.98648285739862
"162",8.98648285739879,8.98648285739862
"163",8.98912422865755,9
"164",8.99909188971444,9
"165",8.9999864828574,9
"166",8.99968804642974,9
"167",8.99961080028646,9
"168",8.99979864828574,9
"169",9,9
"170",8.99999188971444,9
"171",8.99871247650166,9
"172",8.9998854690717,9
"173",8.999875,9
"174",8.99950900247665,9
"175",8.9999932414287,9
"176",8.99999662071435,9
"177",8.99660144869156,9
"178",8.99308152880971,9
"179",8.9991977471429,9
"180",8.98648285739879,8.98648285739862
"181",8.98648285739879,8.98648285739862
"182",8.98648285739879,8.98648285739862
"183",8.98648285739879,8.98648285739862
"184",8.99999729657148,9
"185",9,9
"186",8.99997161400054,9
"187",8.99989493107153,9
"188",8.99918377942888,9
"189",8.99377798466268,9
"190",8.96981672634502,9
"191",8.99878564064691,9
"192",8.99719589040077,9
"193",8.99833333333333,9
"194",8.98912993166831,9
"195",9,9
"196",8.99937364828574,9
"197",8.99937364828574,9
"198",8.98648285739879,8.98648285739862
"199",8.98648285739879,8.98648285739862
"200",8.99553497821741,9
"201",8.9990145130248,9
"202",8.99848713633515,9
"203",8.95380967236595,9
"204",8.95382623086564,9
"205",8.99710071464805,9
"206",8.99372851729182,9
"207",8.99904591800197,9
"208",8.99323942052339,9
"209",8.99898996135828,9
"210",8.99991517993018,9
"211",8.98915577716603,9
"212",8.99467864112434,9
"213",8.99714947333871,9
"214",8.98648961597009,8.98648285739862
"215",8.99417427938412,9
"216",9,9
"217",8.99881026616539,9
"218",8.99887199444992,9
"219",8.99896424894818,9
"220",8.99987136185958,9
"221",8.99997060021484,9
"222",8.99995674514368,9
"223",8.99984365171725,9
"224",8.99946825784024,9
"225",8.99904878479994,9
"226",8.99934171515532,9
"227",8.97880041327247,9
"228",8.98785077059649,9
"229",8.99013882821592,9
"230",8.99859611419449,9
"231",8.99972619207472,9
"232",8.99894256333363,9
"233",8.99999695864291,9
"234",8.99995539342942,9
"235",8.99995539342942,9
"236",8.99989073643064,9
"237",8.99967648972042,9
"238",9,9
"239",8.99923612254946,9
"240",8.99975916957599,9
"241",8.99981550709533,9
"242",8.99989772028765,9
"243",8.9999932414287,9
"244",8.99972064571958,9
"245",9,9
"246",8.99998986214305,9
"247",8.99995528078656,9
"248",8.9998067048608,9
"249",9,9
"250",8.99993872228687,9
"251",8.99999864828574,9
"252",8.9999629405007,9
"253",8.99800509503778,9
"254",8.99990425357324,9
"255",8.99989017321637,9
"256",8.99660978799276,9
"257",8.9982606816758,9
"258",8.99335091755446,9
"259",8.98815008429578,8.98648285739862
"260",8.98769264166159,8.98648285739862
"261",8.98648285739879,8.98648285739862
"262",8.99985055650047,9
"263",8.99999380464297,9
"264",9,9
"265",8.99998073807179,9
"266",8.99996688300063,9
"267",8.99999493107152,9
"268",8.99686351042879,9
"269",8.9994484886462,9
"270",8.99986441157163,9
"271",8.99816645592758,9
"272",8.99978147286128,9
"273",8.99992655685853,9
"274",8.99990470414466,9
"275",8.99213184025613,8.98648285739862
"276",8.99900955300928,9
"277",8.99949693700952,9
"278",8.99993387864411,9
"279",8.99932206904783,9
"280",8.9998832162146,9
"281",8.99849831035718,9
"282",8.99997228985767,9
"283",8.99984286321726,9
"284",9,9
"285",8.99998884835735,9
"286",8.9999977471429,9
"287",9,9
"288",8.9994932414287,9
"289",8.99994480500104,9
"290",8.9998955800734,9
"291",9,9
"292",8.99940842135888,9
"293",8.9999864828574,9
"294",8.99995697042939,9
"295",8.99997600707188,9
"296",8.99999369200012,9
"297",8.99994525557246,9
"298",8.99999245292871,9
"299",8.999864040074,9
"300",8.99990740757318,9
"301",8.99997127607197,9
"302",8.99996451750067,9
"303",8.99980636693224,9
"304",8.9999909885716,9
"305",8.99992565571569,9
"306",8.99989467893057,9
"307",8.99837109330709,9
"308",8.99842878808224,9
"309",8.99988645600215,9
"310",8.99792635768212,8.98648285739862
"311",8.99895832736551,9
"312",8.9999932414287,9
"313",8.99999864828574,9
"314",9,9
"315",9,9
"316",8.9999932414287,9
"317",8.99991596843016,9
"318",8.99999662071435,9
"319",9,9
"320",8.99998085071465,9
"321",8.9996942872915,9
"322",8.99741397890374,9
"323",8.99995133828664,9
"324",8.99907858144601,9
"325",8.99956136872259,9
"326",8.99972030779101,9
"327",8.98262299555397,9
"328",8.98431146346196,9
"329",8.99996429221496,9
"330",8.99979701757527,9
"331",8.9999842300003,9
"332",8.9999842300003,9
"333",8.99999662071435,9
"334",8.99944973965327,9
"335",8.9999561819294,9
"336",8.99994255214394,9
"337",8.99900266016174,9
"338",8.99843099767257,9
"339",8.99999662071435,9
"340",9,9
"341",8.9999932414287,9
"342",9,9
"343",8.9999864828574,9
"344",9,9
"345",8.99998963685734,9
"346",8.99997386685764,9
"347",8.99999864828574,9
"348",9,9
"349",8.99991608107302,9
"350",9,9
"351",8.99996688300063,9
"352",8.9999932414287,9
"353",8.99994004181746,9
"354",8.99996057500075,9
"355",8.99991078685883,9
"356",8.99998445528601,9
"357",8.9998659885716,9
"358",9,9
"359",8.98648285739879,8.98648285739862
"360",8.98648285739879,8.98648285739862
"361",8.98648285739879,8.98648285739862
"362",8.98648285739879,8.98648285739862
"363",8.98648285739879,8.98648285739862
"364",8.9991182414287,9
"365",8.99949209336676,9
"366",8.99999425521439,9
"367",9,9
"368",8.99960956792886,9
"369",8.99957882314326,9
"370",9,9
"371",8.99946665771492,9
"372",8.99832657476203,9
"373",8.99996012442933,9
"374",8.9999909885716,9
"375",8.9998447781458,9
"376",8.99992903500134,9
"377",8.99983914600305,9
"378",9,9
"379",8.99998929892877,9
"380",8.99985142407424,9
"381",9,9
"382",9,9
"383",9,9
"384",8.99999425521439,9
"385",8.99999031271447,9
"386",8.99998986214305,9
"387",8.99997634500045,9
"388",8.99991720750157,9
"389",9,9
"390",8.99994074985826,9
"391",9,9
"392",8.99996147614359,9
"393",9,9
"394",9,9
"395",8.99992903500134,9
"396",8.9999909885716,9
"397",8.9981203726912,9
"398",8.99655787828604,9
"399",8.99508981514636,9
"400",8.99261740369409,9
"401",8.9989954942858,9
"402",8.9994977471429,9
"403",8.99974962850238,9
"404",8.99986122400263,9
"405",8.99989186285919,9
"406",8.99961464879301,9
"407",9,9
"408",9,9
"409",8.99999831035718,9
"410",8.99999188971444,9
"411",8.99600108838362,9
"412",8.999875,9
"413",8.99995471757228,9
"414",8.99997409214335,9
"415",8.99997916107182,9
"416",8.99998141392892,9
"417",8.99999729657148,9
"418",8.99997409214335,9
"419",8.9999932414287,9
"420",8.9999842300003,9
"421",8.99994728314385,9
"422",8.99995606928655,9
"423",8.99971839286247,9
"424",8.99999436785725,9
"425",8.99998760928595,9
"426",8.99996891057202,9
"427",8.99999493107152,9
"428",8.99999493107152,9
"429",8.99994829692955,9
"430",8.99994289007251,9
"431",8.98648285739879,8.98648285739862
"432",8.98648285739879,8.98648285739862
"433",8.9986182414287,9
"434",8.9997477471429,9
"435",8.99787091352612,9
"436",8.9952206054367,9
"437",8.99300291603259,9
"438",8.99978947050398,9
"439",8.8590713025042,9
"440",8.99870231178946,9
"441",8.9950838972936,9
"442",8.99948760928595,9
"443",8.99941833393012,9
"444",8.99846753647838,9
"445",8.99842291871811,9
"446",8.99686254438576,9
"447",8.99929240444007,9
"448",8.98942847999285,9
"449",8.99288225986932,9
"450",8.98590426028705,9
"451",8.99973242771462,9
"452",9,9
"453",9,9
"454",8.99917387730136,9
"455",8.99974114671919,9
"456",8.99974317429058,9
"457",8.99992385343002,9
"458",9,9
"459",8.99996564392922,9
"460",8.9999932414287,9
"461",8.99996248992928,9
"462",9,9
"463",8.98648285739879,8.98648285739862
"464",8.999947170501,9
"465",8.9999864828574,9
"466",8.9999932414287,9
"467",8.98648285739879,8.98648285739862
"468",8.99911836600723,9
"469",8.99990695700176,9
"470",8.99305821099282,8.98648285739862
"471",8.99705630427002,8.98648285739862
"472",8.9912026862711,8.98648285739862
"473",8.98648285739879,8.98648285739862
"474",8.98648285739879,8.98648285739862
"475",8.99999188971444,9
"476",8.99999188971444,9
"477",8.99994829692955,9
"478",9,9
"479",8.9999932414287,9
"480",8.99983756900307,9
"481",8.99999662071435,9
"482",9,9
"483",8.98648285739879,8.98648285739862
"484",8.98648285739879,8.98648285739862
"485",8.99828597857548,9
"486",8.99957601229374,9
"487",8.99998704607167,9
"488",9,9
"489",8.99980118536091,9
"490",8.99994897278668,9
"491",9,9
"492",9,9
"493",8.99998377942888,9
"494",8.99997611971474,9
"495",8.99997341628622,9
"496",8.99938149971653,9
"497",8.99993782114403,9
"498",9,9
"499",9,9
"500",8.9999932414287,9
"501",9,9
"502",8.9999932414287,9
"503",8.99999594485722,9
"504",8.99999662071435,9
"505",8.9999932414287,9
"506",8.99999662071435,9
"507",8.9998547242861,9
"508",8.99986203935786,9
"509",9,9
"510",8.99951405872349,9
"511",8.98648285739879,8.98648285739862
"512",8.98887960940531,9
"513",8.9999909885716,9
"514",8.99990166278758,9
"515",8.9999662071435,9
"516",9,9
"517",9,9
"518",8.99980963357503,9
"519",8.99539637304929,9
"520",8.99972161400054,9
"521",8.99995640721511,9
"522",8.9999797242861,9
"523",8.99998986214305,9
"524",8.99999662071435,9
"525",9,9
"526",9,9
"527",8.99999211500015,9
"528",8.99995832214365,9
"529",8.9993392586459,9
"530",8.99989152493062,9
"531",8.99999864828574,9
"532",8.99998805985737,9
"533",8.99999076328589,9
"534",8.9993044520037,9
"535",8.99991540521589,9
"536",8.99989524214484,9
"537",8.99995133828664,9
"538",8.99999729657148,9
"539",8.9999932414287,9
"540",8.99930657058456,9
"541",8.99992452928714,9
"542",8.99996913585773,9
"543",8.9999797242861,9
"544",8.9999674462149,9
"545",8.98648285739879,8.98648285739862
"546",8.98648285739879,8.98648285739862
"547",8.98648285739879,8.98648285739862
"548",8.98648285739879,8.98648285739862
"549",8.98648285739879,8.98648285739862
"550",8.98648285739879,8.98648285739862
"551",8.98350255497868,9
"552",8.99128072016831,9
"553",8.98648285739879,8.98648285739862
"554",8.98648285739879,8.98648285739862
"555",8.98648285739879,8.98648285739862
"556",8.98648285739879,8.98648285739862
"557",8.98648285739879,8.98648285739862
"558",8.98648285739879,8.98648285739862
"559",8.98648285739879,8.98648285739862
"560",8.98648285739879,8.98648285739862
"561",8.98648285739879,8.98648285739862
"562",8.98648285739879,8.98648285739862
"563",8.9870415943067,9
"564",8.98648285739879,8.98648285739862
"565",8.98648285739879,8.98648285739862
"566",8.98649299525574,8.98648285739862
"567",8.99953917808015,9
"568",8.99980298764659,9
"569",8.99910789022171,9
"570",8.99876444215678,9
"571",8.99995573135798,9
"572",8.99987068600245,9
"573",8.99656269880346,9
"574",8.999044341002,9
"575",8.98226526049594,9
"576",8.99999155178587,9
"577",8.99998377942888,9
"578",8.99991281443022,9
"579",8.99992407871573,9
"580",8.99993793378689,9
"581",8.9999977471429,9
"582",8.98648285739879,8.98648285739862
"583",8.98648285739879,8.98648285739862
"584",8.98648285739879,8.98648285739862
"585",8.98648285739879,8.98648285739862
"586",8.98305874809777,9
"587",8.98649637454139,8.98648285739862
"588",8.98648285739879,8.98648285739862
"589",8.98648285739879,8.98648285739862
"590",8.98648285739879,8.98648285739862
"591",8.98648285739879,8.98648285739862
"592",8.98648285739879,8.98648285739862
"593",8.9999819771432,9
"594",9,9
"595",8.9999819771432,9
"596",9,9
"597",8.99996372900069,9
"598",9,9
"599",9,9
"600",8.99999560692866,9
"601",8.99998783457166,9
"602",8.99996800942918,9
"603",9,9
"604",9,9
"605",8.99999042535732,9
"606",8.99998107600036,9
"607",8.9999932414287,9
"608",8.9999954942858,9
"609",8.99996800942918,9
"610",9,9
"611",9,9
"612",8.99974155178587,9
"613",8.99997600707188,9
"614",9,9
"615",9,9
"616",8.99996823471489,9
"617",8.99999234028586,9
"618",8.9997223353624,9
"619",8.9999954942858,9
"620",8.99998783457166,9
"621",8.99854800972758,9
"622",8.99914096171635,9
"623",8.99989580535912,9
"624",8.9999494233581,9
"625",9,9
"626",8.9999932414287,9
"627",8.99984759421717,9
"628",8.99994063721541,9
"629",9,9
"630",8.99999436785725,9
"631",8.99995246471519,9
"632",8.99983847014592,9
"633",8.99970206354956,9
"634",8.99999729657148,9
"635",9,9
"636",8.99998479321457,9
"637",8.99942687315371,9
"638",8.99987474114523,9
"639",8.9999909885716,9
"640",8.99999864828574,9
"641",8.99989569271626,9
"642",9,9
"643",9,9
"644",9,9
"645",8.98648285739879,8.98648285739862
"646",8.99899681093905,9
"647",8.99960011786472,9
"648",8.99998310357175,9
"649",9,9
"650",9,9
"651",9,9
"652",9,9
"653",8.99998118864321,9
"654",8.99998479321457,9
"655",8.99999053800018,9
"656",8.99912676871662,9
"657",8.99910243785994,9
"658",9,9
"659",8.99996530600066,9
"660",8.9999178833587,9
"661",8.99798312968105,9
"662",8.98648285739879,8.98648285739862
"663",8.98648285739879,8.98648285739862
"664",8.98648285739879,8.98648285739862
"665",8.98648285739879,8.98648285739862
"666",8.98648285739879,8.98648285739862
"667",8.98648285739879,8.98648285739862
"668",8.98648285739879,8.98648285739862
"669",8.98648285739879,8.98648285739862
"670",8.98648285739879,8.98648285739862
"671",8.98648285739879,8.98648285739862
"672",8.98648285739879,8.98648285739862
"673",8.98648285739879,8.98648285739862
"674",8.98648285739879,8.98648285739862
"675",8.98648285739879,8.98648285739862
"676",8.98648285739879,8.98648285739862
"677",8.98648285739879,8.98648285739862
"678",8.98648285739879,8.98648285739862
"679",8.98648285739879,8.98648285739862
"680",8.98648285739879,8.98648285739862
"681",8.98648285739879,8.98648285739862
"682",8.98648285739879,8.98648285739862
"683",8.98648285739879,8.98648285739862
"684",8.98648285739879,8.98648285739862
"685",8.98648285739879,8.98648285739862
"686",8.98648285739879,8.98648285739862
"687",8.98648285739879,8.98648285739862
"688",8.98648285739879,8.98648285739862
"689",8.98648285739879,8.98648285739862
"690",8.98648285739879,8.98648285739862
"691",8.98648285739879,8.98648285739862
"692",8.98648285739879,8.98648285739862
"693",8.98648285739879,8.98648285739862
"694",8.98648285739879,8.98648285739862
"695",8.98648285739879,8.98648285739862
"696",8.98648285739879,8.98648285739862
"697",8.98760804538538,9
"698",8.99275515695402,9
"699",8.99374514292961,9
"700",8.99137459269537,9
"701",8.98097010488467,9
"702",8.99996575657208,9
"703",8.99998377942888,9
"704",8.99625175752693,9
"705",8.99866915898309,9
"706",8.99985754035747,9
"707",8.99949110121445,9
"708",8.99992036150151,9
"709",8.99955810133381,9
"710",8.99505636693224,9
"711",8.99570630128607,9
"712",8.99998614492883,9
"713",8.99999662071435,9
"714",8.99917250395369,9
"715",8.99978680064453,9
"716",8.9999436785725,9
"717",8.99867348193239,9
"718",8.99505636693224,9
"719",8.99999729657148,9
"720",8.99952331035717,9
"721",8.98549616119118,9
"722",8.98648285739879,8.98648285739862
"723",9,9
"724",8.99952150583356,9
"725",8.99998851042879,9
"726",8.9999,9
"727",8.99825776564318,9
"728",8.99999662071435,9
"729",8.99825021633396,9
"730",8.99962229657148,9
"731",8.99922916107182,9
"732",8.9994562610032,9
"733",9,9
"734",9,9
"735",9,9
"736",8.99998513114314,9
"737",9,9
"738",8.99969662071435,9
"739",8.99237477023842,9
"740",8.99949436785725,9
"741",8.99563333333333,9
"742",9,9
"743",8.99996091292931,9
"744",8.99523108047623,9
"745",8.99999459314296,9
"746",8.99997138871483,9
"747",8.99999053800018,9
"748",8.99999391728583,9
"749",8.9996,9
"750",9,9
"751",8.99998986214305,9
"752",9,9
"753",9,9
"754",8.99998287828604,9
"755",9,9
"756",8.9999,9
"757",8.99999662071435,9
"758",8.9999932414287,9
"759",9,9
"760",9,9
"761",8.99999662071435,9
"762",9,9
"763",8.9998932414287,9
"764",8.99978479321457,9
"765",9,9
"766",8.9978409885716,9
"767",8.9995,9
"768",8.9999954942858,9
"769",9,9
"770",8.9999909885716,9
"771",9,9
"772",8.99997702085758,9
"773",8.9999932414287,9
"774",9,9
"775",8.99998986214305,9
"776",8.99998310357175,9
"777",9,9
"778",9,9
"779",9,9
"780",8.99998986214305,9
"781",9,9
"782",9,9
"783",9,9
"784",8.99999662071435,9
"785",9,9
"786",9,9
"787",9,9
"788",8.9999459314296,9
"789",8.9999932414287,9
"790",8.9999932414287,9
"791",9,9
"792",8.9999797242861,9
"793",9,9
"794",8.9999752185719,9
"795",9,9
"796",9,9
"797",9,9
"798",9,9
"799",9,9
"800",9,9
"801",9,9
"802",9,9
"803",8.9999932414287,9
"804",8.99999864828574,9
"805",9,9
"806",9,9
"807",9,9
"808",8.99999155178587,9
"809",9,9
"810",9,9
"811",9,9
"812",8.9998707986453,9
"813",8.99979566586101,9
"814",8.99998479321457,9
"815",9,9
"816",8.99971701920481,9
"817",8.99999594485722,9
"818",9,9
"819",9,9
"820",8.9999797242861,9
"821",8.99998299092889,9
"822",8.9999864828574,9
"823",8.9999932414287,9
"824",8.99999662071435,9
"825",8.99999662071435,9
"826",8.99999864828574,9
"827",8.9999909885716,9
"828",8.99999662071435,9
"829",8.98648285739879,8.98648285739862
"830",8.99854247978398,9
"831",8.99803438218007,9
"832",8.98648285739879,8.98648285739862
"833",8.99999662071435,9
"834",9,9
"835",8.99998918628592,9
"836",8.99999301614299,9
"837",8.99999155178588,9
"838",9,9
"839",9,9
"840",9,9
"841",8.99999493107152,9
"842",8.99999493107152,9
"843",8.9999932414287,9
"844",8.9999864828574,9
"845",8.99991585578731,9
"846",8.9999123638588,9
"847",8.9999932414287,9
"848",8.98648285739879,8.98648285739862
"849",8.98648285739879,8.98648285739862
"850",8.98648285739879,8.98648285739862
"851",8.98648285739879,8.98648285739862
"852",8.98886439590607,9
"853",8.98984346000059,9
"854",8.99371204607167,9
"855",8.99902871273834,9
"856",8.99998986214305,9
"857",8.9988969340256,9
"858",8.99431324038433,9
"859",8.99801517321636,9
"860",8.99450503759735,9
"861",8.99658173842986,9
"862",8.9984929945096,9
"863",8.99958937128875,9
"864",8.9984682414287,9
"865",8.999669663265,9
"866",8.99781935442963,9
"867",8.9996182414287,9
"868",8.9997432414287,9
"869",8.99879413361979,9
"870",8.99826283457166,9
"871",8.99305335690627,9
"872",8.99999053800018,9
"873",8.998425,9
"874",8.99716666666667,9
"875",8.99881981619073,9
"876",8.99975,9
"877",8.99960382761913,9
"878",8.99949864828574,9
"879",8.9999977471429,9
"880",8.99685157476203,9
"881",9,9
"882",9,9
"883",9,9
"884",9,9
"885",8.9999932414287,9
"886",8.99999188971444,9
"887",8.99998085071465,9
"888",8.998875,9
"889",8.9988344485722,9
"890",9,9
"891",8.99999695864291,9
"892",8.99999188971444,9
"893",8.9999864828574,9
"894",8.99995674514368,9
"895",9,9
"896",9,9
"897",9,9
"898",9,9
"899",8.99998366678603,9
"900",9,9
"901",9,9
"902",9,9
"903",8.99997465535762,9
"904",9,9
"905",8.99999662071435,9
"906",8.9999932414287,9
"907",8.99997837257184,9
"908",8.99999662071435,9
"909",9,9
"910",9,9
"911",8.99994007400113,9
"912",8.99998760928595,9
"913",8.9999977471429,9
"914",8.9999932414287,9
"915",9,9
"916",9,9
"917",8.99993984871542,9
"918",8.99996823471489,9
"919",8.9999932414287,9
"920",8.99998310357175,9
"921",8.9999932414287,9
"922",8.99998884835735,9
"923",8.9999932414287,9
"924",9,9
"925",9,9
"926",9,9
"927",9,9
"928",9,9
"929",9,9
"930",9,9
"931",8.99634383821209,9
"932",8.99991157535882,9
"933",8.98648285739879,8.98648285739862
"934",8.98648285739879,8.98648285739862
"935",8.99737262107242,9
"936",8.99994559350103,9
"937",8.99931980500104,9
"938",8.99947251514338,9
"939",8.99957124026498,9
"940",8.99999211500015,9
"941",8.9999864828574,9
"942",8.99405410959926,9
"943",8.99450674961955,9
"944",8.99615943962045,9
"945",8.99883512442933,9
"946",8.99998986214305,9
"947",9,9
"948",9,9
"949",8.99997893578611,9
"950",8.99999729657148,9
"951",9,9
"952",8.99995437964372,9
"953",8.99999831035717,9
"954",8.99995550607227,9
"955",9,9
"956",8.9999662071435,9
"957",9,9
"958",8.98246700011936,9
"959",8.99368038895354,9
"960",8.99986933428819,9
"961",8.96425158893564,9
"962",8.97715818562946,9
"963",8.95904804702653,9
"964",8.98393430236028,9
"965",8.99334669755021,9
"966",8.9960214722645,9
"967",8.99514690791634,9
"968",8.99253490809537,9
"969",8.98893816802435,9
"970",8.99596818100439,9
"971",8.99681783636202,9
"972",9,9
"973",8.99999831035718,9
"974",8.99628365783427,9
"975",8.99996316578641,9
"976",8.99999290350014,9
"977",8.99984917121714,9
"978",8.99999493107152,9
"979",9,9
"980",8.9999842300003,9
"981",9,9
"982",8.99999526900009,9
"983",8.99997499328619,9
"984",8.99998918628592,9
"985",9,9
"986",8.99936199086923,9
"987",8.99990774550174,9
"988",8.9998864828574,9
"989",8.99989411571629,9
"990",8.99999864828574,9
"991",8.99931417285829,9
"992",8.99925824679976,9
"993",8.9999864828574,9
"994",8.99968122072032,9
"995",8.99739480947692,9
"996",8.9975731842867,9
"997",8.99764917793096,9
"998",8.99927025333453,9
"999",8.99998828514308,9
"1000",9,9
"1001",9,9
"1002",8.9996750253633,9
"1003",8.99996248992928,9
"1004",9,9
"1005",8.99999831035718,9
"1006",8.99974493107152,9
"1007",9,9
"1008",8.99987102393101,9
"1009",8.99998862307164,9
"1010",8.98648285739879,8.98648285739862
"1011",8.98648285739879,8.98648285739862
"1012",8.98648285739879,8.98648285739862
"1013",8.99982844493182,9
"1014",8.99982844493182,9
"1015",9,9
"1016",9,9
"1017",9,9
"1018",8.99869791051235,9
"1019",8.99972672843375,9
"1020",8.99764724211501,9
"1021",8.98648285739879,8.98648285739862
"1022",8.98648285739879,8.98648285739862
"1023",8.98648285739879,8.98648285739862
"1024",8.98648285739879,8.98648285739862
"1025",8.99998682078596,9
"1026",8.9998775572166,9
"1027",8.99998299092889,9
"1028",9,9
"1029",8.99994953600095,9
"1030",8.99998986214305,9
"1031",8.9999887357145,9
"1032",8.9999797242861,9
"1033",8.99998028750037,9
"1034",8.99992531778713,9
"1035",8.98648285739879,8.98648285739862
"1036",8.99996034971504,9
"1037",9,9
"1038",9,9
"1039",8.99998377942888,9
"1040",8.99998986214305,9
"1041",8.99995967385791,9
"1042",8.9999191224301,9
"1043",8.98648285739879,8.98648285739862
"1044",8.98648285739879,8.98648285739862
"1045",8.9999617014293,9
"1046",9,9
"1047",8.98648285739879,8.98648285739862
"1048",8.98783753319608,9
"1049",8.9779145809089,9
"1050",8.99991641900158,9
"1051",8.99998851042879,9
"1052",8.97347461507475,9
"1053",8.99664840733447,9
"1054",8.99999864828574,9
"1055",8.99997274042909,9
"1056",8.999977471429,9
"1057",8.99996992435771,9
"1058",8.99938037328798,9
"1059",8.99997544385761,9
"1060",8.99997093814341,9
"1061",8.9992548891475,9
"1062",8.99962485378809,9
"1063",8.99998085071465,9
"1064",8.9994086250112,9
"1065",8.99989918464477,9
"1066",8.99989918464477,9
"1067",8.99992407871572,9
"1068",8.99973438814789,9
