"","left daughter","right daughter","split var","split point","status","prediction"
"1",2,3,"engine_hp",44.5,-3,8.98577345427334
"2",4,5,"Year_from",1956.5,-3,8.7645769726705
"3",6,7,"acceleration_0_100_km.h_s",24.9,-3,8.98690007542197
"4",8,9,"mixed_fuel_consumption_per_100_km_l",9.49918203755124,-3,8.36666666666667
"5",10,11,"X",69883.5,-3,8.82280774915886
"6",12,13,"X",15483.5,-3,8.98721998110124
"7",14,15,"turnover_of_maximum_torque_rpm",2.5,-3,8.34547527954759
"8",16,17,"engine_hp",17.5,-3,8.09523809523809
"9",18,19,"X",69010.5,-3,9
"10",20,21,"cylinder_bore_mm",67,-3,8.83918203272421
"11",0,0,NA,0,-1,8
"12",22,23,"Year_from",1954.5,-3,8.9958627825486
"13",24,25,"number_of_gears",4.41703454789045,-3,8.98462687265808
"14",26,27,"engine_hp",47.5,-3,8.125
"15",28,29,"acceleration_0_100_km.h_s",25.1,-3,8.84941877565636
"16",0,0,NA,0,-1,9
"17",30,31,"maximum_torque_n_m",5.5,-3,8
"18",0,0,NA,0,-1,9
"19",32,33,"mixed_fuel_consumption_per_100_km_l",0,-3,9
"20",34,35,"Year_from",1993,-3,8.66666666666667
"21",36,37,"turnover_of_maximum_torque_rpm",2.5,-3,8.89330450050697
"22",38,39,"length_mm",3.5,-3,8.80761387032983
"23",40,41,"fuel_tank_capacity_l",5.8491627506784,-3,8.9968406527953
"24",42,43,"turnover_of_maximum_torque_rpm",2.5,-3,8.96641820353327
"25",44,45,"turnover_of_maximum_torque_rpm",3.64475880666011,-3,8.99052764774455
"26",0,0,NA,0,-1,9
"27",46,47,"number_of_gears",2.5,-3,7.92307692307692
"28",0,0,NA,0,-1,8
"29",48,49,"length_mm",3.5,-3,8.99098857159908
"30",50,51,"length_mm",0,-3,8
"31",52,53,"mixed_fuel_consumption_per_100_km_l",8.74918203755124,-3,8
"32",0,0,NA,0,-1,9
"33",54,55,"acceleration_0_100_km.h_s",19.6819513377927,-3,9
"34",56,57,"valves_per_cylinder",1.5,-3,8.76190476190476
"35",58,59,"valves_per_cylinder",3,-3,8
"36",60,61,"X",66071.5,-3,8.72860345239161
"37",62,63,"Year_from",1961,-3,8.96859640821685
"38",64,65,"engine_hp_rpm",5.5,-3,8
"39",66,67,"maximum_torque_n_m",2.7231156959484,-3,8.98708361929202
"40",68,69,"number_of_gears",4.91703454789045,-3,8.99218057859335
"41",70,71,"X",29,-3,8.99927692055369
"42",72,73,"Year_from",1967.5,-3,8.92658673462471
"43",74,75,"acceleration_0_100_km.h_s",23.45,-3,8.97609522611563
"44",76,77,"capacity_cm3",2.68909226348834,-3,8.98731705078171
"45",78,79,"length_mm",3.5,-3,8.99525715077537
"46",0,0,NA,0,-1,9
"47",80,81,"engine_hp",85,-3,7.83333333333333
"48",0,0,NA,0,-1,8.98648285739862
"49",0,0,NA,0,-1,8.99549428579954
"50",0,0,NA,0,-1,9
"51",82,83,"length_mm",3.5,-3,8
"52",0,0,NA,0,-1,8
"53",0,0,NA,0,-1,8
"54",0,0,NA,0,-1,9
"55",0,0,NA,0,-1,9
"56",0,0,NA,0,-1,8
"57",84,85,"X",51582.5,-3,8.82051282051282
"58",0,0,NA,0,-1,8
"59",0,0,NA,0,-1,8
"60",86,87,"acceleration_0_100_km.h_s",26.25,-3,8.5507919211999
"61",88,89,"curb_weight_kg",4,-3,9
"62",0,0,NA,0,-1,8.75
"63",90,91,"maximum_torque_n_m",4.5,-3,8.97725369171059
"64",0,0,NA,0,-1,8
"65",92,93,"city_fuel_per_100km_l",0,-3,8
"66",94,95,"Year_from",1953.5,-3,8.98648285739862
"67",0,0,NA,0,-1,9
"68",96,97,"engine_hp_rpm",5.5715342395266,-3,8.98736153493924
"69",98,99,"cylinder_bore_mm",71.5,-3,8.99751644721905
"70",100,101,"engine_hp",215.5,-3,8.88888888888889
"71",102,103,"curb_weight_kg",8.5,-3,8.99941999259933
"72",104,105,"X",15779,-3,8.72687514297934
"73",106,107,"height_mm",1.5,-3,8.95028356158329
"74",108,109,"acceleration_0_100_km.h_s",14.65,-3,8.97665169633227
"75",110,111,"Year_from",1962.5,-3,8.32882761913287
"76",112,113,"acceleration_0_100_km.h_s",10.3319513377926,-3,8.98605750504919
"77",114,115,"engine_hp",192.5,-3,8.99800746390747
"78",116,117,"Year_from",1996.5,-3,8.98296301745473
"79",118,119,"engine_hp",66.5,-3,8.9972560359418
"80",120,121,"stroke_cycle_mm",88.0497199735871,-3,7.9
"81",0,0,NA,0,-1,7.5
"82",0,0,NA,0,-1,8
"83",0,0,NA,0,-1,8
"84",122,123,"stroke_cycle_mm",66.5,-3,8.61111111111111
"85",124,125,"engine_hp",0,-3,9
"86",126,127,"maximum_torque_n_m",6.5,-3,8.79864828573986
"87",128,129,"fuel_tank_capacity_l",0,-3,8
"88",0,0,NA,0,-1,9
"89",130,131,"cylinder_bore_mm",0,-3,9
"90",132,133,"number_of_seats",4.5,-3,8.91666666666667
"91",134,135,"mixed_fuel_consumption_per_100_km_l",9.24918203755124,-3,8.99613795925675
"92",0,0,NA,0,-1,9
"93",136,137,"X",6.65,-3,8
"94",138,139,"X",120.5,-3,8.98648285739862
"95",0,0,NA,0,-1,8.98648285739862
"96",140,141,"turnover_of_maximum_torque_rpm",3.14475880666011,-3,8.98923023087377
"97",142,143,"X",7689,-3,8.9
"98",144,145,"mixed_fuel_consumption_per_100_km_l",9.34918203755123,-3,8.98214285714286
"99",146,147,"highway_fuel_per_100km_l",7.58979590061247,-3,8.99803227768296
"100",0,0,NA,0,-1,8
"101",148,149,"acceleration_0_100_km.h_s",5.4,-3,9
"102",150,151,"X",13802.5,-3,8.99956463177125
"103",152,153,"Year_from",1969,-3,8.95173727892374
"104",154,155,"X",15513.5,-3,8.98744836758443
"105",156,157,"maximum_torque_n_m",3.5,-3,8.60919691251252
"106",158,159,"highway_fuel_per_100km_l",9.95,-3,8.97105738834203
"107",160,161,"engine_hp",108.5,-3,8.76774193548387
"108",162,163,"mixed_fuel_consumption_per_100_km_l",10.95,-3,8.97985031245548
"109",164,165,"Year_from",1967.5,-3,8.92865044565754
"110",0,0,NA,0,-1,8
"111",0,0,NA,0,-1,8.98648285739862
"112",166,167,"turnover_of_maximum_torque_rpm",3.14475880666011,-3,8.99948634858115
"113",168,169,"Year_from",1996.5,-3,8.98386968433691
"114",170,171,"engine_hp",191,-3,8.99474830662728
"115",172,173,"turnover_of_maximum_torque_rpm",3.14475880666011,-3,8.99988598473907
"116",174,175,"X",18641,-3,8.94302286518363
"117",176,177,"number_of_seats",6,-3,8.99523108838529
"118",178,179,"city_fuel_per_100km_l",10.7467804768641,-3,8.91666666666667
"119",180,181,"X",16259,-3,8.99735995518007
"120",0,0,NA,0,-1,7.8
"121",0,0,NA,0,-1,8
"122",182,183,"X",29878,-3,8.91666666666667
"123",184,185,"engine_hp",37.5,-3,8
"124",0,0,NA,0,-1,9
"125",186,187,"turnover_of_maximum_torque_rpm",2.5,-3,9
"126",188,189,"length_mm",3.5,-3,8.93581035717483
"127",0,0,NA,0,-1,8.25
"128",0,0,NA,0,-1,8.98648285739862
"129",0,0,NA,0,-1,8
"130",0,0,NA,0,-1,9
"131",190,191,"fuel_tank_capacity_l",4.5,-3,9
"132",192,193,"engine_hp",30.5,-3,8.95238095238095
"133",0,0,NA,0,-1,8.66666666666667
"134",194,195,"mixed_fuel_consumption_per_100_km_l",8.7,-3,8.99953389163444
"135",196,197,"capacity_cm3",8.5,-3,8.9940862501119
"136",0,0,NA,0,-1,9
"137",198,199,"mixed_fuel_consumption_per_100_km_l",8.15,-3,8
"138",0,0,NA,0,-1,8.98648285739862
"139",0,0,NA,0,-1,8.98648285739862
"140",200,201,"curb_weight_kg",1.47404840169596,-3,8.99784030616331
"141",202,203,"stroke_cycle_mm",84.0497199735871,-3,8.98580679286627
"142",204,205,"highway_fuel_per_100km_l",7.53979590061247,-3,8.63636363636364
"143",206,207,"number_of_gears",3.5,-3,9
"144",208,209,"engine_hp",69,-3,9
"145",210,211,"Year_from",2001,-3,8.93333333333333
"146",212,213,"engine_hp",110.5,-3,8.99883602774076
"147",214,215,"cylinder_bore_mm",81.5,-3,8.99232409159292
"148",216,217,"maximum_torque_n_m",0,-3,9
"149",0,0,NA,0,-1,9
"150",218,219,"Year_from",2014.5,-3,8.99980559801032
"151",220,221,"cylinder_bore_mm",86.5,-3,8.99549497973365
"152",0,0,NA,0,-1,8
"153",222,223,"acceleration_0_100_km.h_s",10.05,-3,8.99932414286993
"154",0,0,NA,0,-1,9
"155",224,225,"X",15563.5,-3,8.98698349230978
"156",226,227,"Year_from",1958.5,-3,8.4698660427194
"157",228,229,"highway_fuel_per_100km_l",7,-3,8.93681274148555
"158",230,231,"stroke_cycle_mm",60,-3,8.98223034574413
"159",232,233,"Year_from",1994.5,-3,8.84874290730855
"160",234,235,"number_of_seats",6,-3,8.2
"161",236,237,"acceleration_0_100_km.h_s",12.0319513377926,-3,9
"162",238,239,"wheelbase_mm",1.5,-3,8.98533590021876
"163",240,241,"capacity_cm3",2.5,-3,8.92872359622016
"164",242,243,"cylinder_bore_mm",80.5,-3,8.64256557156924
"165",244,245,"stroke_cycle_mm",78.5,-3,8.95754790768666
"166",246,247,"highway_fuel_per_100km_l",3.8,-3,8.99955309548876
"167",248,249,"width_mm",1.5,-3,8.99562680680544
"168",250,251,"capacity_cm3",2.18909226348834,-3,8.97712009656934
"169",252,253,"turnover_of_maximum_torque_rpm",3.14475880666011,-3,8.99115667787286
"170",254,255,"highway_fuel_per_100km_l",2.8,-3,8.99962267418026
"171",256,257,"cylinder_bore_mm",99.5,-3,8.5
"172",258,259,"X",19904,-3,8.9999231980534
"173",260,261,"wheelbase_mm",2.5,-3,8.99631350656326
"174",262,263,"highway_fuel_per_100km_l",5.95,-3,8.47058823529412
"175",264,265,"number_of_cylinders",3.5,-3,8.99290726709743
"176",266,267,"engine_hp_rpm",6.5,-3,8.99608714903937
"177",0,0,NA,0,-1,8.5
"178",268,269,"mixed_fuel_consumption_per_100_km_l",6.55,-3,9
"179",0,0,NA,0,-1,8.5
"180",270,271,"city_fuel_per_100km_l",15.8,-3,8.88409549451533
"181",272,273,"Year_from",1975.5,-3,8.99767729095348
"182",274,275,"turnover_of_maximum_torque_rpm",4.3491627506784,-3,9
"183",0,0,NA,0,-1,8
"184",0,0,NA,0,-1,8
"185",0,0,NA,0,-1,8
"186",276,277,"number_of_seats",0,-3,9
"187",278,279,"mixed_fuel_consumption_per_100_km_l",0,-3,9
"188",280,281,"capacity_cm3",8.5,-3,8.99819771431982
"189",0,0,NA,0,-1,8
"190",0,0,NA,0,-1,9
"191",282,283,"maximum_torque_n_m",7.5,-3,9
"192",284,285,"maximum_torque_n_m",3.5,-3,9
"193",0,0,NA,0,-1,8.75
"194",286,287,"turnover_of_maximum_torque_rpm",4.5,-3,9
"195",288,289,"X",49391.5,-3,8.99806897962837
"196",290,291,"valves_per_cylinder",2.61505980194624,-3,8.99754233770884
"197",292,293,"curb_weight_kg",6.5,-3,8.98648285739862
"198",0,0,NA,0,-1,8
"199",0,0,NA,0,-1,8
"200",294,295,"X",11850.5,-3,8.99676350106727
"201",296,297,"fuel_tank_capacity_l",4.5,-3,9
"202",298,299,"engine_hp_rpm",4.5,-3,8.95744680851064
"203",300,301,"turnover_of_maximum_torque_rpm",3.64475880666011,-3,8.9879497498835
"204",0,0,NA,0,-1,9
"205",302,303,"fuel_tank_capacity_l",4.5,-3,8.33333333333333
"206",0,0,NA,0,-1,9
"207",304,305,"turnover_of_maximum_torque_rpm",3.5,-3,9
"208",306,307,"fuel_tank_capacity_l",0,-3,9
"209",0,0,NA,0,-1,9
"210",308,309,"X",10517.5,-3,8.85714285714286
"211",310,311,"length_mm",0,-3,9
"212",312,313,"stroke_cycle_mm",85.5,-3,8.99546494728981
"213",314,315,"mixed_fuel_consumption_per_100_km_l",4.6,-3,8.99969832986469
"214",316,317,"turnover_of_maximum_torque_rpm",4.5,-3,8.9375
"215",318,319,"X",8596.5,-3,8.99694085720074
"216",0,0,NA,0,-1,9
"217",0,0,NA,0,-1,9
"218",320,321,"engine_hp_rpm",3.5,-3,8.9998453219537
"219",322,323,"acceleration_0_100_km.h_s",9.98195133779265,-3,8.99878124124086
"220",324,325,"valves_per_cylinder",3,-3,8.9266404081998
"221",326,327,"X",14060.5,-3,8.99807933362501
"222",0,0,NA,0,-1,8.99549428579954
"223",328,329,"engine_hp_rpm",5.5,-3,9
"224",0,0,NA,0,-1,8.98648285739862
"225",330,331,"capacity_cm3",3.5,-3,8.98807310946937
"226",0,0,NA,0,-1,8
"227",332,333,"X",33298.5,-3,8.59243979299402
"228",0,0,NA,0,-1,8
"229",334,335,"cylinder_bore_mm",71.5,-3,8.99034489814187
"230",0,0,NA,0,-1,8.4
"231",336,337,"X",50970.5,-3,8.98457238253313
"232",338,339,"acceleration_0_100_km.h_s",21,-3,8.74263718556978
"233",340,341,"length_mm",96.5,-3,9
"234",0,0,NA,0,-1,9
"235",342,343,"X",64606.5,-3,8.14285714285714
"236",344,345,"Year_from",1980.5,-3,9
"237",0,0,NA,0,-1,9
"238",0,0,NA,0,-1,8.59729657147972
"239",346,347,"valves_per_cylinder",3.61505980194624,-3,8.98566452431152
"240",348,349,"mixed_fuel_consumption_per_100_km_l",17.15,-3,8.89538158556152
"241",350,351,"engine_hp",209,-3,8.97367356614514
"242",352,353,"Year_from",1965.5,-3,8.98760928594874
"243",354,355,"engine_hp_rpm",5.5,-3,8.125
"244",356,357,"stroke_cycle_mm",71,-3,8.9821696795716
"245",358,359,"X",24911,-3,8.90885974222998
"246",360,361,"engine_hp",168.5,-3,8.99420693888512
"247",362,363,"curb_weight_kg",8.5,-3,8.99957219865172
"248",364,365,"Year_from",1982.5,-3,8.99684600005968
"249",0,0,NA,0,-1,8.98648285739862
"250",366,367,"number_of_cylinders",5.06124107257409,-3,8.95782345549419
"251",0,0,NA,0,-1,8.98648285739862
"252",368,369,"highway_fuel_per_100km_l",9.05,-3,8.99765540333348
"253",370,371,"engine_hp",177.458139287613,-3,8.98656492157747
"254",0,0,NA,0,-1,8.98648285739862
"255",372,373,"highway_fuel_per_100km_l",4.05,-3,8.99968772277819
"256",0,0,NA,0,-1,9
"257",0,0,NA,0,-1,8
"258",374,375,"X",19857.5,-3,8.99940365547347
"259",376,377,"cylinder_bore_mm",101.5,-3,8.99995895604473
"260",378,379,"mixed_fuel_consumption_per_100_km_l",9.19918203755124,-3,8.99849809526651
"261",0,0,NA,0,-1,8.98648285739862
"262",380,381,"X",17636.5,-3,8.07692307692308
"263",382,383,"engine_hp",83,-3,8.71428571428571
"264",384,385,"cylinder_bore_mm",71,-3,8.92307692307692
"265",386,387,"highway_fuel_per_100km_l",7.53979590061247,-3,8.99904101353166
"266",388,389,"maximum_torque_n_m",7.5,-3,8.99773753933621
"267",390,391,"engine_hp",56,-3,8.95
"268",0,0,NA,0,-1,9
"269",392,393,"engine_hp",0,-3,9
"270",394,395,"fuel_tank_capacity_l",5.5,-3,8.95238095238095
"271",0,0,NA,0,-1,8.59729657147972
"272",396,397,"X",37524,-3,8.91111111111111
"273",398,399,"engine_hp_rpm",4.5,-3,8.99809910774752
"274",400,401,"Year_from",1972.5,-3,9
"275",0,0,NA,0,-1,9
"276",0,0,NA,0,-1,9
"277",402,403,"acceleration_0_100_km.h_s",19.5,-3,9
"278",0,0,NA,0,-1,8.98648285739862
"279",404,405,"fuel_tank_capacity_l",4.5,-3,9
"280",406,407,"number_of_cylinders",0,-3,9
"281",0,0,NA,0,-1,8.98648285739862
"282",0,0,NA,0,-1,9
"283",408,409,"cylinder_bore_mm",0,-3,9
"284",0,0,NA,0,-1,9
"285",410,411,"city_fuel_per_100km_l",0,-3,9
"286",412,413,"Year_from",0,-3,9
"287",0,0,NA,0,-1,9
"288",0,0,NA,0,-1,8.98648285739862
"289",414,415,"cylinder_bore_mm",0,-3,9
"290",416,417,"capacity_cm3",6.5,-3,8.99906778326887
"291",0,0,NA,0,-1,8.98648285739862
"292",418,419,"stroke_cycle_mm",0,-3,8.98648285739862
"293",420,421,"X",47555,-3,8.98648285739862
"294",422,423,"mixed_fuel_consumption_per_100_km_l",9.44918203755124,-3,8.99822142860508
"295",424,425,"mixed_fuel_consumption_per_100_km_l",15.25,-3,8.98807310946937
"296",426,427,"maximum_torque_n_m",4.5,-3,9
"297",0,0,NA,0,-1,9
"298",0,0,NA,0,-1,8
"299",428,429,"engine_hp",156.5,-3,8.97826086956522
"300",430,431,"fuel_tank_capacity_l",5.3491627506784,-3,8.98650732281509
"301",432,433,"capacity_cm3",7,-3,8.99941652621865
"302",0,0,NA,0,-1,9
"303",0,0,NA,0,-1,8
"304",434,435,"acceleration_0_100_km.h_s",13.25,-3,9
"305",436,437,"X",10205,-3,9
"306",0,0,NA,0,-1,8.98648285739862
"307",438,439,"Year_from",0,-3,9
"308",0,0,NA,0,-1,9
"309",0,0,NA,0,-1,8.75
"310",0,0,NA,0,-1,9
"311",440,441,"number_of_seats",0,-3,9
"312",442,443,"mixed_fuel_consumption_per_100_km_l",11,-3,8.99880883417689
"313",444,445,"stroke_cycle_mm",87,-3,8.97187698843773
"314",446,447,"wheelbase_mm",2.5,-3,8.99262701312652
"315",448,449,"city_fuel_per_100km_l",7.25,-3,8.99976573409703
"316",0,0,NA,0,-1,9
"317",0,0,NA,0,-1,8.75
"318",450,451,"X",8568.5,-3,9
"319",452,453,"cylinder_bore_mm",88.5,-3,8.99299714298965
"320",454,455,"X",7507,-3,8.99903074752664
"321",456,457,"turnover_of_maximum_torque_rpm",2.5,-3,8.99991809210681
"322",458,459,"capacity_cm3",5.5,-3,8.99932414286993
"323",460,461,"highway_fuel_per_100km_l",7.58979590061247,-3,8.99380464297437
"324",0,0,NA,0,-1,8.65765523826575
"325",0,0,NA,0,-1,9
"326",462,463,"cylinder_bore_mm",98,-3,8.98930733495712
"327",464,465,"mixed_fuel_consumption_per_100_km_l",12.1,-3,9
"328",0,0,NA,0,-1,9
"329",0,0,NA,0,-1,9
"330",0,0,NA,0,-1,9
"331",466,467,"number_of_gears",3.5,-3,8.98732767881121
"332",468,469,"stroke_cycle_mm",85.5,-3,8
"333",470,471,"highway_fuel_per_100km_l",12.7897959006125,-3,8.97329394563304
"334",0,0,NA,0,-1,9
"335",472,473,"stroke_cycle_mm",90,-3,8.98873571449885
"336",474,475,"cylinder_bore_mm",95.5,-3,8.99261005263648
"337",476,477,"mixed_fuel_consumption_per_100_km_l",7.55,-3,8.95839490216228
"338",478,479,"X",32919.5,-3,8.76904077929053
"339",0,0,NA,0,-1,7
"340",480,481,"cylinder_bore_mm",96.5,-3,9
"341",0,0,NA,0,-1,9
"342",482,483,"cylinder_bore_mm",96,-3,8.06666666666667
"343",484,485,"highway_fuel_per_100km_l",10.5397959006125,-3,8.33333333333333
"344",486,487,"capacity_cm3",4.5,-3,9
"345",488,489,"fuel_tank_capacity_l",7.5,-3,9
"346",490,491,"X",69478.5,-3,8.9718996087412
"347",492,493,"X",18952.5,-3,8.99357109181512
"348",494,495,"city_fuel_per_100km_l",17.05,-3,8.91526449899829
"349",496,497,"Year_from",1984.5,-3,8.11111111111111
"350",498,499,"fuel_tank_capacity_l",6.5,-3,8.9237661180152
"351",500,501,"engine_hp",216,-3,8.99946842697635
"352",0,0,NA,0,-1,8.98648285739862
"353",0,0,NA,0,-1,9
"354",502,503,"acceleration_0_100_km.h_s",17.1,-3,8.28571428571429
"355",504,505,"highway_fuel_per_100km_l",0,-3,8
"356",506,507,"stroke_cycle_mm",68,-3,8.95750931326305
"357",508,509,"maximum_torque_n_m",6.5,-3,8.99829973049039
"358",510,511,"highway_fuel_per_100km_l",7.3,-3,8.58333333333333
"359",512,513,"engine_hp_rpm",4.5,-3,8.98053528180356
"360",0,0,NA,0,-1,8.98648285739862
"361",0,0,NA,0,-1,9
"362",514,515,"width_mm",1.5,-3,8.9996517665681
"363",516,517,"mixed_fuel_consumption_per_100_km_l",8.85,-3,8.99691714291547
"364",518,519,"acceleration_0_100_km.h_s",7.8,-3,8.99034489814187
"365",520,521,"fuel_tank_capacity_l",5.5,-3,8.99882459629553
"366",522,523,"Year_from",1973.5,-3,8.96773472391373
"367",524,525,"Year_from",1980.5,-3,8.85180629217506
"368",526,527,"highway_fuel_per_100km_l",7.53979590061247,-3,8.99840043128088
"369",528,529,"highway_fuel_per_100km_l",9.15,-3,8.98214285714286
"370",530,531,"number_of_gears",4.91703454789045,-3,8.98651423788057
"371",532,533,"number_of_seats",0,-3,9
"372",534,535,"engine_hp",51,-3,8.99895215948827
"373",536,537,"number_of_gears",6.5,-3,8.99988664869936
"374",0,0,NA,0,-1,9
"375",0,0,NA,0,-1,8.98648285739862
"376",538,539,"X",64492.5,-3,8.99997258186085
"377",0,0,NA,0,-1,8.99324142869931
"378",0,0,NA,0,-1,8.98648285739862
"379",540,541,"number_of_gears",7,-3,9
"380",0,0,NA,0,-1,9
"381",542,543,"turnover_of_maximum_torque_rpm",4.5,-3,8
"382",544,545,"maximum_torque_n_m",8,-3,8.25
"383",546,547,"curb_weight_kg",0,-3,9
"384",548,549,"X",18662.5,-3,9
"385",0,0,NA,0,-1,8
"386",550,551,"engine_hp",153,-3,8.99964661065095
"387",552,553,"X",22182.5,-3,8.99839306696347
"388",554,555,"city_fuel_per_100km_l",8.05,-3,8.99962490971199
"389",556,557,"cylinder_bore_mm",72.5,-3,8.984984682561
"390",0,0,NA,0,-1,8.6
"391",558,559,"engine_hp",3.5,-3,9
"392",0,0,NA,0,-1,9
"393",0,0,NA,0,-1,9
"394",560,561,"number_of_gears",5.5,-3,8.875
"395",562,563,"valves_per_cylinder",0,-3,9
"396",564,565,"maximum_torque_n_m",3,-3,8.5
"397",566,567,"mixed_fuel_consumption_per_100_km_l",8.7,-3,8.97435897435897
"398",568,569,"city_fuel_per_100km_l",9.85,-3,8.97795441890245
"399",570,571,"highway_fuel_per_100km_l",6.75,-3,8.9986274049547
"400",572,573,"maximum_torque_n_m",0,-3,9
"401",0,0,NA,0,-1,9
"402",574,575,"fuel_tank_capacity_l",2.5,-3,9
"403",0,0,NA,0,-1,9
"404",0,0,NA,0,-1,9
"405",0,0,NA,0,-1,9
"406",0,0,NA,0,-1,9
"407",0,0,NA,0,-1,9
"408",0,0,NA,0,-1,9
"409",576,577,"engine_hp_rpm",0,-3,9
"410",0,0,NA,0,-1,9
"411",578,579,"mixed_fuel_consumption_per_100_km_l",1973,-3,9
"412",0,0,NA,0,-1,9
"413",580,581,"city_fuel_per_100km_l",9.64678047686415,-3,9
"414",0,0,NA,0,-1,9
"415",0,0,NA,0,-1,9
"416",582,583,"turnover_of_maximum_torque_rpm",3.5,-3,9
"417",584,585,"curb_weight_kg",3.97404840169597,-3,8.99729657147972
"418",0,0,NA,0,-1,9
"419",0,0,NA,0,-1,8.98648285739862
"420",586,587,"acceleration_0_100_km.h_s",47483.5,-3,8.98648285739862
"421",0,0,NA,0,-1,8.98648285739862
"422",588,589,"turnover_of_maximum_torque_rpm",2.5,-3,8.99558350786292
"423",590,591,"stroke_cycle_mm",91.5,-3,8.99953389163444
"424",592,593,"engine_hp_rpm",4.5,-3,8.98732767881121
"425",0,0,NA,0,-1,9
"426",594,595,"fuel_tank_capacity_l",2.5,-3,9
"427",596,597,"X",14555,-3,9
"428",598,599,"number_of_cylinders",5,-3,9
"429",600,601,"engine_hp",159,-3,8.93939393939394
"430",0,0,NA,0,-1,9
"431",602,603,"length_mm",4.52027679122916,-3,8.98648285739862
"432",604,605,"Year_from",2006,-3,8.99970182773673
"433",0,0,NA,0,-1,8.98648285739862
"434",606,607,"mixed_fuel_consumption_per_100_km_l",0,-3,9
"435",0,0,NA,0,-1,9
"436",0,0,NA,0,-1,9
"437",0,0,NA,0,-1,9
"438",0,0,NA,0,-1,9
"439",608,609,"engine_hp_rpm",5.5,-3,9
"440",0,0,NA,0,-1,9
"441",610,611,"Year_from",2011.5,-3,9
"442",612,613,"Year_from",2012.5,-3,8.99890401546475
"443",0,0,NA,0,-1,8.98648285739862
"444",0,0,NA,0,-1,8.66666666666667
"445",614,615,"engine_hp",109.5,-3,8.99880731094694
"446",616,617,"engine_hp_rpm",4.5,-3,8.98986214304897
"447",0,0,NA,0,-1,9
"448",618,619,"acceleration_0_100_km.h_s",6.9,-3,8.99853074536941
"449",620,621,"fuel_tank_capacity_l",5.3491627506784,-3,8.99987271993784
"450",622,623,"length_mm",19.4,-3,9
"451",0,0,NA,0,-1,9
"452",624,625,"X",10457,-3,8.98942136665979
"453",626,627,"stroke_cycle_mm",79.5,-3,8.99744270275109
"454",628,629,"capacity_cm3",2.5,-3,8.99242220793559
"455",0,0,NA,0,-1,9
"456",630,631,"number_of_seats",5.5,-3,8.99976886961354
"457",632,633,"turnover_of_maximum_torque_rpm",5.5,-3,8.99998012184911
"458",634,635,"fuel_tank_capacity_l",6.5,-3,8.9996781632714
"459",636,637,"engine_hp",523,-3,8.99188971443917
"460",638,639,"cylinder_bore_mm",85.9345609272981,-3,9
"461",640,641,"turnover_of_maximum_torque_rpm",3.5,-3,8.98760928594874
"462",642,643,"maximum_torque_n_m",1.5,-3,8.99831035717483
"463",644,645,"X",14047.5,-3,8.98648285739862
"464",646,647,"engine_hp",157.5,-3,9
"465",648,649,"Year_from",0,-3,9
"466",650,651,"X",15581,-3,8.98648285739862
"467",0,0,NA,0,-1,8.9891862859189
"468",652,653,"number_of_gears",3.5,-3,8
"469",654,655,"maximum_torque_n_m",2,-3,8
"470",656,657,"fuel_tank_capacity_l",4.8491627506784,-3,8.99703282235579
"471",0,0,NA,0,-1,8
"472",0,0,NA,0,-1,8.98648285739862
"473",0,0,NA,0,-1,9
"474",658,659,"city_fuel_per_100km_l",15.05,-3,8.99638222706883
"475",660,661,"number_of_cylinders",7,-3,8.98633366156417
"476",662,663,"engine_hp",97,-3,8.69126791210759
"477",664,665,"Year_from",1969,-3,8.98450505908492
"478",666,667,"cylinder_bore_mm",85.9345609272981,-3,8.86333380062595
"479",668,669,"number_of_seats",5.5,-3,8.38461538461539
"480",670,671,"Year_from",15.1,-3,9
"481",0,0,NA,0,-1,9
"482",672,673,"fuel_tank_capacity_l",7.5,-3,8
"483",674,675,"highway_fuel_per_100km_l",11.8897959006125,-3,8.18181818181818
"484",0,0,NA,0,-1,8
"485",676,677,"X",64613.5,-3,8.57142857142857
"486",678,679,"Year_from",0,-3,9
"487",0,0,NA,0,-1,9
"488",680,681,"wheelbase_mm",2.5,-3,9
"489",682,683,"engine_hp",152.5,-3,9
"490",684,685,"valves_per_cylinder",3.11505980194624,-3,8.97350458245248
"491",686,687,"mixed_fuel_consumption_per_100_km_l",9.44918203755124,-3,8.8088801360666
"492",688,689,"turnover_of_maximum_torque_rpm",4.5,-3,8.97229412916435
"493",690,691,"engine_hp",282,-3,8.99489073350883
"494",692,693,"X",36151.5,-3,8.9361836024896
"495",694,695,"city_fuel_per_100km_l",17.15,-3,8.80357142857143
"496",0,0,NA,0,-1,8
"497",0,0,NA,0,-1,9
"498",696,697,"engine_hp_rpm",4.5,-3,8.375
"499",698,699,"X",15944,-3,8.97602955782617
"500",700,701,"Year_from",2000,-3,8.9973716667164
"501",702,703,"highway_fuel_per_100km_l",8.5,-3,9
"502",0,0,NA,0,-1,9
"503",0,0,NA,0,-1,8
"504",0,0,NA,0,-1,9
"505",704,705,"highway_fuel_per_100km_l",0,-3,8
"506",706,707,"X",46668.5,-3,8.99607059808099
"507",708,709,"city_fuel_per_100km_l",12.3467804768642,-3,8.77327206357732
"508",710,711,"acceleration_0_100_km.h_s",14.95,-3,8.99962966732599
"509",712,713,"mixed_fuel_consumption_per_100_km_l",9.19918203755124,-3,8.99717083061832
