"","left daughter","right daughter","split var","split point","status","prediction"
"4746",5362,5363,"stroke_cycle_mm",74.5,-3,8.99940862501119
"4747",5364,5365,"X",39232.5,-3,8.99430857153626
"4748",0,0,NA,0,-1,9
"4749",0,0,NA,0,-1,8.98648285739862
"4750",5366,5367,"cylinder_bore_mm",87.9345609272981,-3,9
"4751",5368,5369,"number_of_seats",5.5,-3,9
"4752",0,0,NA,0,-1,8.98648285739862
"4753",5370,5371,"fuel_tank_capacity_l",0,-3,9
"4754",0,0,NA,0,-1,9
"4755",5372,5373,"engine_hp_rpm",4.5,-3,8.99098857159908
"4756",5374,5375,"number_of_seats",4.5,-3,9
"4757",0,0,NA,0,-1,9
"4758",0,0,NA,0,-1,9
"4759",0,0,NA,0,-1,9
"4760",5376,5377,"stroke_cycle_mm",81,-3,9
"4761",0,0,NA,0,-1,9
"4762",0,0,NA,0,-1,9
"4763",0,0,NA,0,-1,9
"4764",0,0,NA,0,-1,9
"4765",5378,5379,"X",50318,-3,9
"4766",0,0,NA,0,-1,9
"4767",5380,5381,"Year_from",1976.5,-3,9
"4768",0,0,NA,0,-1,9
"4769",5382,5383,"highway_fuel_per_100km_l",8.28979590061247,-3,9
"4770",5384,5385,"engine_hp",82.5,-3,9
"4771",5386,5387,"cylinder_bore_mm",0,-3,9
"4772",5388,5389,"fuel_tank_capacity_l",0,-3,9
"4773",0,0,NA,0,-1,9
"4774",0,0,NA,0,-1,9
"4775",5390,5391,"X",66754,-3,9
"4776",0,0,NA,0,-1,9
"4777",0,0,NA,0,-1,9
"4778",0,0,NA,0,-1,9
"4779",5392,5393,"Year_from",1984.5,-3,9
"4780",5394,5395,"mixed_fuel_consumption_per_100_km_l",0,-3,9
"4781",0,0,NA,0,-1,9
"4782",5396,5397,"cylinder_bore_mm",0,-3,8.98648285739862
"4783",5398,5399,"cylinder_bore_mm",77,-3,8.99168175839915
"4784",0,0,NA,0,-1,8.98648285739862
"4785",5400,5401,"stroke_cycle_mm",69.5,-3,8.99931034986728
"4786",5402,5403,"cylinder_bore_mm",84.5,-3,8.99098857159908
"4787",5404,5405,"X",55132.5,-3,9
"4788",0,0,NA,0,-1,9
"4789",0,0,NA,0,-1,9
"4790",5406,5407,"acceleration_0_100_km.h_s",11.85,-3,9
"4791",0,0,NA,0,-1,8.98648285739862
"4792",5408,5409,"mixed_fuel_consumption_per_100_km_l",8.2,-3,8.98648285739862
"4793",5410,5411,"stroke_cycle_mm",68,-3,8.9891862859189
"4794",0,0,NA,0,-1,9
"4795",5412,5413,"city_fuel_per_100km_l",0,-3,9
"4796",5414,5415,"curb_weight_kg",5.5,-3,8.99662071434966
"4797",0,0,NA,0,-1,9
"4798",5416,5417,"cylinder_bore_mm",79.5,-3,9
"4799",5418,5419,"curb_weight_kg",72,-3,9
"4800",5420,5421,"X",16967,-3,9
"4801",0,0,NA,0,-1,8.98648285739862
"4802",0,0,NA,0,-1,8.98648285739862
"4803",5422,5423,"cylinder_bore_mm",109.5,-3,8.98648285739862
"4804",5424,5425,"number_of_gears",3.5,-3,8.99961379592568
"4805",0,0,NA,0,-1,8.98648285739862
"4806",5426,5427,"Year_from",1983.5,-3,8.99356326542791
"4807",5428,5429,"curb_weight_kg",4.47404840169597,-3,8.99831035717483
"4808",0,0,NA,0,-1,8.99420693888512
"4809",5430,5431,"fuel_tank_capacity_l",4.5,-3,8.9995179933646
"4810",0,0,NA,0,-1,9
"4811",5432,5433,"X",68689.5,-3,8.98986214304897
"4812",0,0,NA,0,-1,9
"4813",0,0,NA,0,-1,9
"4814",5434,5435,"highway_fuel_per_100km_l",5.85,-3,8.98648285739862
"4815",0,0,NA,0,-1,8.98648285739862
"4816",5436,5437,"highway_fuel_per_100km_l",33920,-3,9
"4817",5438,5439,"engine_hp",75,-3,8.70463061242759
"4818",5440,5441,"X",16359.5,-3,8.9643519704654
"4819",5442,5443,"X",17468.5,-3,8.99955681499668
"4820",0,0,NA,0,-1,9
"4821",5444,5445,"cylinder_bore_mm",77,-3,9
"4822",5446,5447,"fuel_tank_capacity_l",5.8491627506784,-3,9
"4823",5448,5449,"fuel_tank_capacity_l",8,-3,9
"4824",5450,5451,"stroke_cycle_mm",87.0497199735871,-3,9
"4825",0,0,NA,0,-1,9
"4826",0,0,NA,0,-1,9
"4827",0,0,NA,0,-1,9
"4828",0,0,NA,0,-1,8.98648285739862
"4829",0,0,NA,0,-1,9
"4830",5452,5453,"city_fuel_per_100km_l",0,-3,9
"4831",0,0,NA,0,-1,9
"4832",0,0,NA,0,-1,9
"4833",0,0,NA,0,-1,9
"4834",0,0,NA,0,-1,9
"4835",0,0,NA,0,-1,9
"4836",5454,5455,"turnover_of_maximum_torque_rpm",0,-3,9
"4837",0,0,NA,0,-1,9
"4838",0,0,NA,0,-1,9
"4839",0,0,NA,0,-1,9
"4840",0,0,NA,0,-1,9
"4841",0,0,NA,0,-1,8.98648285739862
"4842",0,0,NA,0,-1,9
"4843",5456,5457,"turnover_of_maximum_torque_rpm",3.5,-3,9
"4844",5458,5459,"number_of_cylinders",157.5,-3,9
"4845",5460,5461,"maximum_torque_n_m",2.5,-3,9
"4846",0,0,NA,0,-1,9
"4847",5462,5463,"mixed_fuel_consumption_per_100_km_l",0,-3,9
"4848",0,0,NA,0,-1,9
"4849",5464,5465,"X",48910.5,-3,8.98648285739862
"4850",5466,5467,"number_of_cylinders",4.56124107257409,-3,8.98648285739862
"4851",0,0,NA,0,-1,8.98648285739862
"4852",0,0,NA,0,-1,9
"4853",5468,5469,"acceleration_0_100_km.h_s",9.6,-3,9
"4854",5470,5471,"X",18648.5,-3,9
"4855",5472,5473,"maximum_torque_n_m",0,-3,9
"4856",0,0,NA,0,-1,9
"4857",5474,5475,"highway_fuel_per_100km_l",6,-3,9
"4858",0,0,NA,0,-1,8.98648285739862
"4859",5476,5477,"city_fuel_per_100km_l",6.9,-3,9
"4860",5478,5479,"X",29254,-3,9
"4861",5480,5481,"cylinder_bore_mm",76.5,-3,9
"4862",0,0,NA,0,-1,9
"4863",5482,5483,"highway_fuel_per_100km_l",0,-3,9
"4864",0,0,NA,0,-1,8.98648285739862
"4865",5484,5485,"stroke_cycle_mm",87.5,-3,9
"4866",5486,5487,"Year_from",1995,-3,8.99935632654279
"4867",0,0,NA,0,-1,8.98648285739862
"4868",5488,5489,"cylinder_bore_mm",77,-3,9
"4869",0,0,NA,0,-1,9
"4870",0,0,NA,0,-1,9
"4871",5490,5491,"fuel_tank_capacity_l",4.5,-3,9
"4872",5492,5493,"turnover_of_maximum_torque_rpm",3.5,-3,9
"4873",0,0,NA,0,-1,9
"4874",0,0,NA,0,-1,9
"4875",5494,5495,"highway_fuel_per_100km_l",7.75,-3,9
"4876",5496,5497,"fuel_tank_capacity_l",0,-3,9
"4877",5498,5499,"maximum_torque_n_m",0,-3,9
"4878",5500,5501,"X",44562,-3,9
"4879",0,0,NA,0,-1,9
"4880",5502,5503,"X",26334,-3,9
"4881",0,0,NA,0,-1,8.98648285739862
"4882",0,0,NA,0,-1,8.98648285739862
"4883",5504,5505,"Year_from",2001.5,-3,9
"4884",0,0,NA,0,-1,9
"4885",0,0,NA,0,-1,8.98648285739862
"4886",5506,5507,"Year_from",1994.5,-3,9
"4887",0,0,NA,0,-1,9
"4888",0,0,NA,0,-1,8
"4889",5508,5509,"maximum_torque_n_m",2.5,-3,9
"4890",0,0,NA,0,-1,9
"4891",5510,5511,"city_fuel_per_100km_l",10.3,-3,8.98648285739862
"4892",0,0,NA,0,-1,9
"4893",5512,5513,"engine_hp",0,-3,9
"4894",5514,5515,"engine_hp",74,-3,8.99909885715991
"4895",5516,5517,"maximum_torque_n_m",1.5,-3,8.99988257308551
"4896",0,0,NA,0,-1,9
"4897",5518,5519,"X",0,-3,9
"4898",0,0,NA,0,-1,9
"4899",5520,5521,"maximum_torque_n_m",9.1,-3,9
"4900",0,0,NA,0,-1,8.98648285739862
"4901",5522,5523,"highway_fuel_per_100km_l",7.78979590061247,-3,9
"4902",5524,5525,"maximum_torque_n_m",0,-3,9
"4903",5526,5527,"turnover_of_maximum_torque_rpm",2006.5,-3,9
"4904",0,0,NA,0,-1,8.98648285739862
"4905",5528,5529,"number_of_gears",3.5,-3,8.98648285739862
"4906",0,0,NA,0,-1,9
"4907",5530,5531,"fuel_tank_capacity_l",5.5,-3,9
"4908",5532,5533,"turnover_of_maximum_torque_rpm",0,-3,9
"4909",0,0,NA,0,-1,9
"4910",5534,5535,"acceleration_0_100_km.h_s",0,-3,9
"4911",0,0,NA,0,-1,9
"4912",0,0,NA,0,-1,9
"4913",5536,5537,"maximum_torque_n_m",1.5,-3,9
"4914",0,0,NA,0,-1,8.98648285739862
"4915",0,0,NA,0,-1,9
"4916",0,0,NA,0,-1,9
"4917",0,0,NA,0,-1,9
"4918",5538,5539,"turnover_of_maximum_torque_rpm",5.7,-3,9
"4919",0,0,NA,0,-1,9
"4920",0,0,NA,0,-1,8.99662071434966
"4921",0,0,NA,0,-1,9
"4922",0,0,NA,0,-1,9
"4923",0,0,NA,0,-1,9
"4924",5540,5541,"engine_hp_rpm",7.5,-3,9
"4925",5542,5543,"engine_hp",8.45,-3,9
"4926",5544,5545,"stroke_cycle_mm",74,-3,9
"4927",0,0,NA,0,-1,9
"4928",0,0,NA,0,-1,9
"4929",5546,5547,"acceleration_0_100_km.h_s",0,-3,9
"4930",0,0,NA,0,-1,9
"4931",0,0,NA,0,-1,9
"4932",5548,5549,"number_of_gears",4.5,-3,9
"4933",5550,5551,"X",61460,-3,8.99806897962837
"4934",5552,5553,"Year_from",1987.5,-3,9
"4935",0,0,NA,0,-1,9
"4936",5554,5555,"number_of_cylinders",5,-3,9
"4937",5556,5557,"X",68372.5,-3,9
"4938",0,0,NA,0,-1,9
"4939",5558,5559,"maximum_torque_n_m",3.5,-3,9
"4940",0,0,NA,0,-1,9
"4941",5560,5561,"X",0,-3,9
"4942",0,0,NA,0,-1,9
"4943",0,0,NA,0,-1,9
"4944",0,0,NA,0,-1,9
"4945",0,0,NA,0,-1,9
"4946",5562,5563,"mixed_fuel_consumption_per_100_km_l",10.95,-3,9
"4947",5564,5565,"cylinder_bore_mm",0,-3,9
"4948",0,0,NA,0,-1,9
"4949",5566,5567,"cylinder_bore_mm",82.9345609272981,-3,9
"4950",0,0,NA,0,-1,8.98648285739862
"4951",5568,5569,"engine_hp",74,-3,9
"4952",0,0,NA,0,-1,9
"4953",5570,5571,"acceleration_0_100_km.h_s",20.5,-3,9
"4954",0,0,NA,0,-1,9
"4955",5572,5573,"stroke_cycle_mm",5.2,-3,9
"4956",0,0,NA,0,-1,8
"4957",5574,5575,"cylinder_bore_mm",84.9345609272981,-3,8.99181857158337
"4958",5576,5577,"fuel_tank_capacity_l",0,-3,9
"4959",0,0,NA,0,-1,9
"4960",5578,5579,"highway_fuel_per_100km_l",0,-3,9
"4961",5580,5581,"cylinder_bore_mm",90,-3,9
"4962",0,0,NA,0,-1,9
"4963",5582,5583,"length_mm",0,-3,9
"4964",5584,5585,"number_of_seats",23919.5,-3,9
"4965",5586,5587,"Year_from",111.5,-3,9
"4966",5588,5589,"X",31509,-3,8.99889655978764
"4967",5590,5591,"mixed_fuel_consumption_per_100_km_l",9.74918203755124,-3,8.9947106833299
"4968",0,0,NA,0,-1,8.98648285739862
"4969",5592,5593,"engine_hp_rpm",65466,-3,9
"4970",5594,5595,"mixed_fuel_consumption_per_100_km_l",11.25,-3,9
"4971",5596,5597,"capacity_cm3",1.5,-3,8.99919128206658
"4972",0,0,NA,0,-1,8.98648285739862
"4973",5598,5599,"X",35582,-3,9
"4974",5600,5601,"stroke_cycle_mm",80.0497199735871,-3,8.99549428579954
"4975",5602,5603,"cylinder_bore_mm",3.5,-3,9
"4976",0,0,NA,0,-1,9
"4977",5604,5605,"cylinder_bore_mm",0,-3,9
"4978",5606,5607,"number_of_seats",3.5,-3,9
"4979",5608,5609,"X",69200,-3,9
"4980",0,0,NA,0,-1,9
"4981",5610,5611,"engine_hp",157.5,-3,9
"4982",0,0,NA,0,-1,9
"4983",0,0,NA,0,-1,9
"4984",5612,5613,"city_fuel_per_100km_l",6.7,-3,9
"4985",0,0,NA,0,-1,9
"4986",0,0,NA,0,-1,9
"4987",5614,5615,"engine_hp",102,-3,9
"4988",5616,5617,"turnover_of_maximum_torque_rpm",0,-3,9
"4989",5618,5619,"fuel_tank_capacity_l",4.5,-3,8.99537571437321
"4990",5620,5621,"X",47861,-3,8.98648285739862
"4991",5622,5623,"acceleration_0_100_km.h_s",13.75,-3,8.99508467541768
"4992",0,0,NA,0,-1,9
"4993",5624,5625,"fuel_tank_capacity_l",0,-3,9
"4994",5626,5627,"mixed_fuel_consumption_per_100_km_l",7.05,-3,9
"4995",5628,5629,"length_mm",0,-3,9
"4996",5630,5631,"engine_hp_rpm",5.5,-3,9
"4997",5632,5633,"Year_from",0,-3,9
"4998",0,0,NA,0,-1,9
"4999",5634,5635,"number_of_seats",0,-3,9
"5000",0,0,NA,0,-1,8.98648285739862
"5001",5636,5637,"turnover_of_maximum_torque_rpm",2.5,-3,9
"5002",5638,5639,"X",47285,-3,8.99418617522521
"5003",5640,5641,"length_mm",3.5,-3,8.99938558442721
"5004",5642,5643,"X",63701,-3,8.99567451436756
"5005",5644,5645,"cylinder_bore_mm",82,-3,8.99971542857681
"5006",5646,5647,"highway_fuel_per_100km_l",0,-3,9
"5007",0,0,NA,0,-1,9
"5008",5648,5649,"stroke_cycle_mm",88.5,-3,8.99493107152448
"5009",5650,5651,"X",23523,-3,8.99971839286247
"5010",5652,5653,"highway_fuel_per_100km_l",4.85,-3,9
"5011",0,0,NA,0,-1,9
"5012",0,0,NA,0,-1,9
"5013",0,0,NA,0,-1,9
"5014",0,0,NA,0,-1,9
"5015",5654,5655,"capacity_cm3",0,-3,9
"5016",0,0,NA,0,-1,9
"5017",5656,5657,"curb_weight_kg",8.5,-3,9
"5018",5658,5659,"X",0,-3,9
"5019",0,0,NA,0,-1,9
"5020",0,0,NA,0,-1,9
"5021",5660,5661,"fuel_tank_capacity_l",0,-3,9
"5022",0,0,NA,0,-1,9
"5023",5662,5663,"X",18101.5,-3,9
"5024",5664,5665,"maximum_torque_n_m",155,-3,9
"5025",0,0,NA,0,-1,9
"5026",0,0,NA,0,-1,9
"5027",0,0,NA,0,-1,9
"5028",5666,5667,"engine_hp",9.4,-3,9
"5029",5668,5669,"acceleration_0_100_km.h_s",6.45,-3,9
"5030",5670,5671,"capacity_cm3",0,-3,9
"5031",5672,5673,"engine_hp_rpm",0,-3,9
"5032",0,0,NA,0,-1,9
"5033",5674,5675,"cylinder_bore_mm",0,-3,9
"5034",5676,5677,"number_of_seats",8.5,-3,9
"5035",5678,5679,"fuel_tank_capacity_l",5,-3,9
"5036",5680,5681,"wheelbase_mm",0,-3,9
"5037",0,0,NA,0,-1,8.99729657147972
"5038",5682,5683,"length_mm",3.5,-3,9
"5039",5684,5685,"highway_fuel_per_100km_l",7.65,-3,9
"5040",0,0,NA,0,-1,9
"5041",5686,5687,"Year_from",0,-3,9
"5042",0,0,NA,0,-1,9
"5043",5688,5689,"maximum_torque_n_m",0,-3,9
"5044",0,0,NA,0,-1,9
"5045",0,0,NA,0,-1,9
"5046",5690,5691,"engine_hp",207,-3,9
"5047",0,0,NA,0,-1,9
"5048",0,0,NA,0,-1,9
"5049",5692,5693,"engine_hp",61916.5,-3,9
"5050",5694,5695,"acceleration_0_100_km.h_s",12,-3,9
"5051",0,0,NA,0,-1,9
"5052",0,0,NA,0,-1,8.99662071434966
"5053",5696,5697,"curb_weight_kg",0,-3,9
"5054",0,0,NA,0,-1,9
"5055",0,0,NA,0,-1,8.98648285739862
"5056",5698,5699,"length_mm",6.5,-3,9
"5057",5700,5701,"turnover_of_maximum_torque_rpm",2.5,-3,9
"5058",0,0,NA,0,-1,8.98648285739862
"5059",5702,5703,"width_mm",1.5,-3,8.99920487396462
"5060",5704,5705,"stroke_cycle_mm",88.5,-3,9
"5061",5706,5707,"mixed_fuel_consumption_per_100_km_l",0,-3,9
"5062",5708,5709,"stroke_cycle_mm",76,-3,9
"5063",0,0,NA,0,-1,9
"5064",0,0,NA,0,-1,9
"5065",5710,5711,"X",18376.5,-3,8.98648285739862
"5066",0,0,NA,0,-1,9
"5067",0,0,NA,0,-1,8.98648285739862
"5068",0,0,NA,0,-1,9
"5069",0,0,NA,0,-1,9
"5070",0,0,NA,0,-1,9
"5071",5712,5713,"length_mm",0,-3,9
"5072",0,0,NA,0,-1,9
"5073",0,0,NA,0,-1,9
"5074",0,0,NA,0,-1,9
"5075",0,0,NA,0,-1,9
"5076",0,0,NA,0,-1,9
"5077",5714,5715,"X",17849,-3,9
"5078",5716,5717,"engine_hp",0,-3,9
"5079",0,0,NA,0,-1,9
"5080",0,0,NA,0,-1,9
"5081",5718,5719,"number_of_gears",4.91703454789045,-3,9
"5082",5720,5721,"X",20940.5,-3,9
"5083",5722,5723,"turnover_of_maximum_torque_rpm",2,-3,9
"5084",0,0,NA,0,-1,9
"5085",5724,5725,"city_fuel_per_100km_l",7.6,-3,9
"5086",0,0,NA,0,-1,9
"5087",0,0,NA,0,-1,9
"5088",0,0,NA,0,-1,9
"5089",5726,5727,"city_fuel_per_100km_l",9.99678047686415,-3,9
"5090",5728,5729,"highway_fuel_per_100km_l",503,-3,9
"5091",0,0,NA,0,-1,9
"5092",0,0,NA,0,-1,9
"5093",5730,5731,"number_of_gears",6.5,-3,9
"5094",0,0,NA,0,-1,9
"5095",5732,5733,"cylinder_bore_mm",84.9345609272981,-3,9
"5096",0,0,NA,0,-1,9
"5097",0,0,NA,0,-1,9
"5098",5734,5735,"wheelbase_mm",4,-3,9
"5099",5736,5737,"Year_from",0,-3,9
"5100",5738,5739,"acceleration_0_100_km.h_s",0,-3,9
"5101",0,0,NA,0,-1,9
"5102",0,0,NA,0,-1,9
"5103",5740,5741,"fuel_tank_capacity_l",4,-3,9
"5104",0,0,NA,0,-1,9
"5105",5742,5743,"stroke_cycle_mm",76.5,-3,9
"5106",0,0,NA,0,-1,9
"5107",5744,5745,"X",51775,-3,9
"5108",5746,5747,"maximum_torque_n_m",0,-3,9
"5109",0,0,NA,0,-1,9
"5110",0,0,NA,0,-1,8.98648285739862
"5111",5748,5749,"valves_per_cylinder",3,-3,9
"5112",0,0,NA,0,-1,9
"5113",0,0,NA,0,-1,9
"5114",0,0,NA,0,-1,9
"5115",0,0,NA,0,-1,9
"5116",0,0,NA,0,-1,9
"5117",0,0,NA,0,-1,9
"5118",5750,5751,"stroke_cycle_mm",82,-3,9
"5119",5752,5753,"engine_hp",97.5,-3,9
"5120",0,0,NA,0,-1,9
"5121",0,0,NA,0,-1,9
"5122",0,0,NA,0,-1,8.98648285739862
"5123",5754,5755,"X",23672,-3,9
"5124",0,0,NA,0,-1,9
"5125",5756,5757,"number_of_seats",2011,-3,9
"5126",0,0,NA,0,-1,9
"5127",5758,5759,"number_of_gears",4.91703454789045,-3,9
"5128",0,0,NA,0,-1,9
"5129",0,0,NA,0,-1,9
"5130",5760,5761,"length_mm",4.5,-3,9
"5131",0,0,NA,0,-1,9
"5132",5762,5763,"curb_weight_kg",4.5,-3,9
"5133",0,0,NA,0,-1,9
"5134",0,0,NA,0,-1,9
"5135",0,0,NA,0,-1,9
"5136",0,0,NA,0,-1,9
"5137",5764,5765,"acceleration_0_100_km.h_s",10.3319513377926,-3,9
"5138",5766,5767,"highway_fuel_per_100km_l",3.65,-3,9
"5139",5768,5769,"stroke_cycle_mm",97.5,-3,9
"5140",0,0,NA,0,-1,9
"5141",5770,5771,"stroke_cycle_mm",0,-3,9
"5142",0,0,NA,0,-1,8.98648285739862
"5143",5772,5773,"number_of_seats",4.5,-3,9
"5144",0,0,NA,0,-1,9
"5145",0,0,NA,0,-1,9
"5146",0,0,NA,0,-1,9
"5147",0,0,NA,0,-1,9
"5148",5774,5775,"fuel_tank_capacity_l",5.5,-3,9
"5149",5776,5777,"engine_hp",105.5,-3,9
"5150",5778,5779,"X",22801.5,-3,8.99857714288406
"5151",5780,5781,"stroke_cycle_mm",78.5,-3,9
"5152",5782,5783,"X",28540.5,-3,8.99981226190831
"5153",5784,5785,"acceleration_0_100_km.h_s",12.85,-3,8.99831035717483
"5154",5786,5787,"Year_from",2011.5,-3,9
"5155",5788,5789,"mixed_fuel_consumption_per_100_km_l",7.35,-3,9
"5156",5790,5791,"X",40585.5,-3,9
"5157",5792,5793,"curb_weight_kg",0,-3,9
"5158",5794,5795,"mixed_fuel_consumption_per_100_km_l",6.25,-3,8.99920487396462
"5159",5796,5797,"X",69894.5,-3,8.99994097317641
"5160",5798,5799,"turnover_of_maximum_torque_rpm",4.5,-3,9
"5161",0,0,NA,0,-1,9
"5162",0,0,NA,0,-1,9
"5163",0,0,NA,0,-1,9
"5164",0,0,NA,0,-1,8.99729657147972
"5165",0,0,NA,0,-1,8.98648285739862
"5166",5800,5801,"acceleration_0_100_km.h_s",10.5819513377926,-3,8.99893285716305
"5167",5802,5803,"acceleration_0_100_km.h_s",10.15,-3,9
"5168",5804,5805,"X",0,-3,9
"5169",0,0,NA,0,-1,9
"5170",0,0,NA,0,-1,9
"5171",5806,5807,"city_fuel_per_100km_l",12.6467804768641,-3,9
"5172",5808,5809,"engine_hp_rpm",5.5,-3,9
"5173",0,0,NA,0,-1,9
"5174",0,0,NA,0,-1,9
"5175",0,0,NA,0,-1,9
"5176",5810,5811,"engine_hp",120.5,-3,9
"5177",5812,5813,"X",25756,-3,8.99774714289977
"5178",0,0,NA,0,-1,9
"5179",5814,5815,"X",25654,-3,9
"5180",5816,5817,"engine_hp",124.5,-3,8.99903448981419
"5181",0,0,NA,0,-1,8.99098857159908
"5182",5818,5819,"acceleration_0_100_km.h_s",4.4,-3,8.99896021979989
"5183",5820,5821,"length_mm",4.5,-3,9
"5184",5822,5823,"fuel_tank_capacity_l",5.8491627506784,-3,9
"5185",5824,5825,"stroke_cycle_mm",84,-3,9
"5186",5826,5827,"engine_hp",100,-3,9
"5187",5828,5829,"stroke_cycle_mm",90.5,-3,8.99896021979989
"5188",5830,5831,"mixed_fuel_consumption_per_100_km_l",8.55,-3,9
"5189",5832,5833,"curb_weight_kg",1.47404840169596,-3,8.99965340659996
"5190",0,0,NA,0,-1,9
"5191",0,0,NA,0,-1,8.98648285739862
"5192",0,0,NA,0,-1,9
"5193",0,0,NA,0,-1,9
"5194",0,0,NA,0,-1,8.98648285739862
"5195",5834,5835,"cylinder_bore_mm",0,-3,9
"5196",0,0,NA,0,-1,9
"5197",5836,5837,"cylinder_bore_mm",0,-3,9
"5198",5838,5839,"highway_fuel_per_100km_l",8.15,-3,9
"5199",0,0,NA,0,-1,9
"5200",5840,5841,"Year_from",0,-3,9
"5201",5842,5843,"engine_hp_rpm",5.5,-3,9
"5202",5844,5845,"Year_from",7,-3,9
"5203",0,0,NA,0,-1,9
"5204",5846,5847,"mixed_fuel_consumption_per_100_km_l",14.2,-3,8.99928857144203
"5205",0,0,NA,0,-1,8.98648285739862
"5206",5848,5849,"engine_hp_rpm",43579,-3,9
"5207",5850,5851,"stroke_cycle_mm",91,-3,8.99034489814187
"5208",5852,5853,"turnover_of_maximum_torque_rpm",5.5,-3,9
"5209",0,0,NA,0,-1,8.98648285739862
"5210",5854,5855,"X",63712.5,-3,8.99935632654279
"5211",5856,5857,"stroke_cycle_mm",96.5,-3,8.99990029909003
"5212",5858,5859,"acceleration_0_100_km.h_s",2.85,-3,9
"5213",5860,5861,"engine_hp",625,-3,8.99639542863963
"5214",0,0,NA,0,-1,9
"5215",5862,5863,"engine_hp",165,-3,9
"5216",5864,5865,"number_of_gears",7.5,-3,9
"5217",5866,5867,"number_of_gears",7.5,-3,8.99284386568162
"5218",5868,5869,"X",69986.5,-3,8.98648285739862
"5219",0,0,NA,0,-1,8.98648285739862
"5220",0,0,NA,0,-1,9
"5221",5870,5871,"mixed_fuel_consumption_per_100_km_l",4.25,-3,9
"5222",0,0,NA,0,-1,8.98648285739862
"5223",0,0,NA,0,-1,9
"5224",5872,5873,"number_of_gears",8.5,-3,9
"5225",0,0,NA,0,-1,8.99549428579954
"5226",0,0,NA,0,-1,9
"5227",5874,5875,"stroke_cycle_mm",84.9345609272981,-3,9
"5228",5876,5877,"Year_from",1991,-3,9
"5229",0,0,NA,0,-1,9
"5230",0,0,NA,0,-1,9
"5231",5878,5879,"turnover_of_maximum_torque_rpm",2.5,-3,9
"5232",0,0,NA,0,-1,9
"5233",0,0,NA,0,-1,9
"5234",0,0,NA,0,-1,9
"5235",5880,5881,"Year_from",2000.5,-3,9
"5236",0,0,NA,0,-1,9
"5237",5882,5883,"maximum_torque_n_m",3.5,-3,9
"5238",0,0,NA,0,-1,9
"5239",0,0,NA,0,-1,9
"5240",0,0,NA,0,-1,9
"5241",5884,5885,"highway_fuel_per_100km_l",9.64678047686415,-3,9
"5242",0,0,NA,0,-1,9
"5243",0,0,NA,0,-1,9
"5244",5886,5887,"curb_weight_kg",3,-3,9
"5245",0,0,NA,0,-1,9
"5246",0,0,NA,0,-1,8.98648285739862
"5247",5888,5889,"mixed_fuel_consumption_per_100_km_l",0,-3,9
"5248",0,0,NA,0,-1,8.98648285739862
"5249",5890,5891,"X",7139.5,-3,9
"5250",0,0,NA,0,-1,9
"5251",5892,5893,"city_fuel_per_100km_l",1.5,-3,9
"5252",5894,5895,"Year_from",2000,-3,9
"5253",5896,5897,"maximum_torque_n_m",0,-3,9
"5254",0,0,NA,0,-1,9
"5255",0,0,NA,0,-1,9
"5256",0,0,NA,0,-1,9
"5257",5898,5899,"acceleration_0_100_km.h_s",9.8,-3,9
"5258",0,0,NA,0,-1,9
"5259",5900,5901,"wheelbase_mm",0,-3,9
"5260",0,0,NA,0,-1,9
"5261",5902,5903,"highway_fuel_per_100km_l",5.1,-3,9
"5262",0,0,NA,0,-1,9
"5263",0,0,NA,0,-1,9
"5264",5904,5905,"number_of_gears",0,-3,9
"5265",0,0,NA,0,-1,9
"5266",0,0,NA,0,-1,9
"5267",5906,5907,"X",7311,-3,9
"5268",0,0,NA,0,-1,8.98648285739862
"5269",5908,5909,"capacity_cm3",3,-3,9
"5270",0,0,NA,0,-1,9
"5271",5910,5911,"highway_fuel_per_100km_l",9.9,-3,9
"5272",0,0,NA,0,-1,9
"5273",5912,5913,"fuel_tank_capacity_l",0,-3,9
"5274",0,0,NA,0,-1,9
"5275",5914,5915,"length_mm",4.5,-3,9
"5276",0,0,NA,0,-1,9
"5277",0,0,NA,0,-1,9
"5278",5916,5917,"valves_per_cylinder",0,-3,9
"5279",0,0,NA,0,-1,9
"5280",5918,5919,"city_fuel_per_100km_l",10.6,-3,9
"5281",5920,5921,"capacity_cm3",3.5,-3,9
"5282",0,0,NA,0,-1,9
"5283",0,0,NA,0,-1,9
"5284",5922,5923,"mixed_fuel_consumption_per_100_km_l",16.45,-3,9
"5285",5924,5925,"curb_weight_kg",0,-3,9
"5286",0,0,NA,0,-1,9
"5287",5926,5927,"X",12793,-3,9
"5288",0,0,NA,0,-1,9
"5289",5928,5929,"number_of_cylinders",7,-3,9
"5290",0,0,NA,0,-1,9
"5291",0,0,NA,0,-1,9
"5292",0,0,NA,0,-1,8.98648285739862
"5293",5930,5931,"engine_hp",3.5,-3,9
"5294",5932,5933,"number_of_seats",0,-3,9
"5295",0,0,NA,0,-1,9
"5296",0,0,NA,0,-1,9
"5297",5934,5935,"city_fuel_per_100km_l",12926.5,-3,9
"5298",5936,5937,"engine_hp",157.5,-3,9
"5299",5938,5939,"stroke_cycle_mm",87,-3,9
"5300",0,0,NA,0,-1,9
"5301",0,0,NA,0,-1,9
"5302",0,0,NA,0,-1,9
"5303",0,0,NA,0,-1,9
"5304",0,0,NA,0,-1,9
